Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/25/2020,02/01/2020,11/21/2020,Alabama,Female,85 years and over,644,7251,472,184,,935,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,All Ages,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,All Sexes,All Ages,89,3586,171,49,,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,All Ages,49,2085,91,23,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,Under 1 year,0,18,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,0-17 years,0,48,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,5-14 years,0,17,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,15-24 years,0,72,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,18-29 years,0,105,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,25-34 years,0,94,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,30-49 years,,249,10,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,35-44 years,0,126,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,45-54 years,,176,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,50-64 years,,477,20,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,55-64 years,,373,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,65-74 years,15,473,19,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,75-84 years,14,461,23,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Male,85 years and over,10,272,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,All Ages,40,1501,80,26,,97,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,Under 1 year,0,12,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,0-17 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,15-24 years,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,18-29 years,,49,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,25-34 years,,62,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,30-49 years,,160,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,35-44 years,,78,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,45-54 years,,103,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,50-64 years,,277,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,55-64 years,,221,13,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,65-74 years,,318,17,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,75-84 years,,306,16,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Female,85 years and over,,364,18,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,All Ages,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,Under 1 year,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,0-17 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,1-4 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,5-14 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,15-24 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,18-29 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,25-34 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,30-49 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,35-44 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,45-54 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,50-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,55-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,65-74 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,75-84 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Alaska,Unknown,85 years and over,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,All Sexes,All Ages,5595,59532,6045,3144,116,8612,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,All Ages,3226,32587,3447,1842,62,4893,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,Under 1 year,0,179,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,0-17 years,,396,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,1-4 years,,48,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,5-14 years,,61,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,15-24 years,18,706,15,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,18-29 years,40,1169,37,23,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,25-34 years,58,1220,49,32,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,30-49 years,265,3045,204,136,,336,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,35-44 years,124,1449,95,63,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,45-54 years,275,2239,223,153,,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,50-64 years,718,6039,701,424,18,1013,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,55-64 years,549,4747,562,327,13,797,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,65-74 years,763,7066,864,471,14,1170,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,75-84 years,847,8177,980,492,12,1347,
11/25/2020,02/01/2020,11/21/2020,Arizona,Male,85 years and over,588,6695,655,294,10,959,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,All Ages,2369,26945,2598,1302,54,3719,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,Under 1 year,0,145,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,0-17 years,0,272,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,1-4 years,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,5-14 years,0,48,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,15-24 years,,211,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,18-29 years,17,381,16,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,25-34 years,33,502,32,17,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,30-49 years,147,1477,132,84,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,35-44 years,65,681,47,30,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,45-54 years,122,1243,130,74,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,50-64 years,384,3646,422,221,13,598,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,55-64 years,322,2907,353,187,10,498,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,65-74 years,516,4992,597,313,16,816,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,75-84 years,626,6920,722,361,10,997,
11/25/2020,02/01/2020,11/21/2020,Arizona,Female,85 years and over,679,9257,705,315,,1077,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,All Ages,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,Under 1 year,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,0-17 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,1-4 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,5-14 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,15-24 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,18-29 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,25-34 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,30-49 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,35-44 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,45-54 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,50-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,55-64 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,65-74 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,75-84 years,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arizona,Unknown,85 years and over,0,0,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arkansas,All Sexes,All Ages,2270,29070,2622,1023,82,3948,
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,All Ages,1162,15146,1407,570,44,2042,
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,Under 1 year,0,117,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,0-17 years,0,223,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,1-4 years,0,24,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,5-14 years,0,33,0,0,0,0,
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,15-24 years,,237,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,18-29 years,,366,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,25-34 years,10,402,12,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/25/2020,02/01/2020,11/21/2020,Arkansas,Male,30-49 years,52,1263,60,17,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
