Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,United States,Female,65-74 years,10308,121133,11981,4699,632,18142,
07/22/2020,02/01/2020,07/11/2020,United States,Female,75-84 years,15664,170885,16851,6790,727,26367,
07/22/2020,02/01/2020,07/11/2020,United States,Female,85 years and over,26082,276088,24012,9520,803,41291,
07/22/2020,02/01/2020,07/11/2020,United States,Female,All ages,60570,704494,63544,24886,3178,102043,
07/22/2020,02/01/2020,07/11/2020,United States,Unknown,All ages,5,76,5,4,1,7,
07/22/2020,02/01/2020,07/11/2020,United States Total,All,All Ages,130250,1466723,138829,56231,6553,218441,
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,Under 1 year,0,83,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,1-4 years,0,19,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,5-14 years,0,34,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,15-24 years,0,224,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,25-34 years,,384,10,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,35-44 years,,553,29,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,45-54 years,53,1016,49,15,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,55-64 years,99,2342,154,28,15,240,
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,65-74 years,173,3140,245,54,15,379,
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,75-84 years,180,3252,275,54,,408,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,85 years and over,129,2332,191,45,,281,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Male,All ages,651,13379,955,205,56,1456,
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,Under 1 year,0,54,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,5-14 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,15-24 years,0,76,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,25-34 years,,175,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,35-44 years,16,324,14,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,45-54 years,33,674,39,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,55-64 years,82,1555,141,17,,214,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,65-74 years,146,2404,166,48,12,276,
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,75-84 years,154,3239,233,55,,337,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,85 years and over,179,3937,218,53,,346,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alabama,Female,All ages,614,12472,823,187,39,1287,
07/22/2020,02/01/2020,07/11/2020,Alabama,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alabama Total,All,All Ages,1265,25851,1778,392,95,2743,
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,15-24 years,0,36,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,25-34 years,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,35-44 years,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,45-54 years,0,77,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,55-64 years,0,203,10,0,0,10,
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,65-74 years,,243,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,75-84 years,,250,13,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,85 years and over,,147,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Male,All ages,,1069,42,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,15-24 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,25-34 years,,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,35-44 years,0,39,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,45-54 years,,51,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,55-64 years,,121,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,65-74 years,,180,12,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,75-84 years,,160,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,85 years and over,0,195,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Female,All ages,,807,38,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Alaska,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Alaska Total,All,All Ages,11,1876,80,,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,Under 1 year,0,105,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,1-4 years,,33,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,5-14 years,,36,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,15-24 years,,368,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,25-34 years,29,622,23,15,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,35-44 years,47,744,41,25,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,45-54 years,109,1194,102,61,,154,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,55-64 years,219,2589,259,123,13,368,
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,65-74 years,294,3971,432,176,14,564,
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,75-84 years,378,4693,526,218,12,698,
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,85 years and over,305,3980,381,153,10,543,
07/22/2020,02/01/2020,07/11/2020,Arizona,Male,All ages,1391,18335,1775,776,61,2451,
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,Under 1 year,0,76,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,1-4 years,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,5-14 years,0,28,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,15-24 years,,119,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,25-34 years,11,286,17,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,35-44 years,26,348,24,14,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,45-54 years,49,633,61,26,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,55-64 years,131,1591,170,72,10,239,
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,65-74 years,221,2817,300,133,16,404,
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,75-84 years,278,4014,407,156,10,539,
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,85 years and over,333,5430,420,157,,604,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arizona,Female,All ages,1052,15367,1408,566,53,1947,
07/22/2020,02/01/2020,07/11/2020,Arizona,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Arizona Total,All,All Ages,2443,33702,3183,1342,114,4398,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,Under 1 year,0,67,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,5-14 years,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,15-24 years,,134,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,25-34 years,,230,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,35-44 years,,314,18,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,45-54 years,17,561,29,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,55-64 years,40,1391,102,18,12,136,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,65-74 years,41,1984,135,28,11,159,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,75-84 years,54,2012,161,23,,199,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,85 years and over,31,1420,124,13,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Male,All ages,192,8147,582,93,41,722,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,Under 1 year,,37,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,5-14 years,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,15-24 years,,48,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,25-34 years,,118,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,35-44 years,,206,10,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,45-54 years,,403,31,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,55-64 years,17,859,72,10,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,65-74 years,17,1420,96,,10,115,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,75-84 years,40,1846,119,13,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,85 years and over,75,2399,147,16,,214,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Arkansas,Female,All ages,170,7358,487,56,35,636,
07/22/2020,02/01/2020,07/11/2020,Arkansas,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Arkansas Total,All,All Ages,362,15505,1069,149,76,1358,
07/22/2020,02/01/2020,07/11/2020,California,Male,Under 1 year,0,447,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Male,1-4 years,0,86,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Male,5-14 years,0,128,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Male,15-24 years,,1178,25,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Male,25-34 years,49,2232,73,27,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Male,35-44 years,141,2835,183,76,10,258,
07/22/2020,02/01/2020,07/11/2020,California,Male,45-54 years,340,4897,423,183,33,613,
07/22/2020,02/01/2020,07/11/2020,California,Male,55-64 years,675,10774,990,381,71,1355,
07/22/2020,02/01/2020,07/11/2020,California,Male,65-74 years,974,14997,1630,561,63,2105,
07/22/2020,02/01/2020,07/11/2020,California,Male,75-84 years,986,16670,1931,597,57,2377,
07/22/2020,02/01/2020,07/11/2020,California,Male,85 years and over,894,18153,1892,477,52,2361,
07/22/2020,02/01/2020,07/11/2020,California,Male,All ages,4066,72397,7158,2304,304,9223,
07/22/2020,02/01/2020,07/11/2020,California,Female,Under 1 year,0,327,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Female,1-4 years,0,57,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Female,5-14 years,0,98,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Female,15-24 years,,374,15,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Female,25-34 years,15,805,38,,10,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California,Female,35-44 years,54,1328,94,30,10,128,
07/22/2020,02/01/2020,07/11/2020,California,Female,45-54 years,129,2758,229,71,22,309,
07/22/2020,02/01/2020,07/11/2020,California,Female,55-64 years,269,6288,547,153,46,709,
07/22/2020,02/01/2020,07/11/2020,California,Female,65-74 years,493,10314,981,281,48,1241,
07/22/2020,02/01/2020,07/11/2020,California,Female,75-84 years,764,14971,1460,424,69,1869,
07/22/2020,02/01/2020,07/11/2020,California,Female,85 years and over,1306,26604,2321,650,63,3040,
07/22/2020,02/01/2020,07/11/2020,California,Female,All ages,3034,63924,5694,1617,273,7384,
07/22/2020,02/01/2020,07/11/2020,California,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,California Total,All,All Ages,7100,136322,12852,3921,577,16607,
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,Under 1 year,0,85,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,1-4 years,0,13,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,5-14 years,0,32,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,15-24 years,,233,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,25-34 years,,455,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,35-44 years,15,535,25,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,45-54 years,56,811,56,30,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,55-64 years,115,1657,146,56,10,215,
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,65-74 years,198,2371,266,117,10,357,
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,75-84 years,259,2554,302,151,,414,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,85 years and over,266,2482,254,127,10,401,
07/22/2020,02/01/2020,07/11/2020,Colorado,Male,All ages,919,11228,1063,494,47,1533,
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,Under 1 year,0,78,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,5-14 years,0,16,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,15-24 years,,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,25-34 years,,162,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,35-44 years,,234,11,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,45-54 years,16,450,28,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,55-64 years,41,968,78,26,11,104,
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,65-74 years,115,1621,135,56,,201,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,75-84 years,200,2237,227,94,,338,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,85 years and over,342,3837,337,167,13,525,
07/22/2020,02/01/2020,07/11/2020,Colorado,Female,All ages,724,9687,825,352,48,1242,
07/22/2020,02/01/2020,07/11/2020,Colorado,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Colorado Total,All,All Ages,1643,20916,1888,846,95,2775,
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,Under 1 year,0,28,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,15-24 years,,68,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,25-34 years,,194,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,35-44 years,16,223,,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,45-54 years,69,453,26,13,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,55-64 years,213,1048,86,49,,253,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,65-74 years,429,1575,175,113,10,498,
