Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,Under 1 year,0,58,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,1-4 years,0,13,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,5-14 years,0,22,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,15-24 years,0,137,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,25-34 years,,234,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,35-44 years,,345,18,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,45-54 years,27,675,35,,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,55-64 years,45,1582,108,,15,159,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,65-74 years,83,2183,158,23,15,233,
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,75-84 years,76,2263,195,25,,253,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male,85 years and over,80,1654,126,23,,188,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Male Total,"Male, all ages",317,9166,647,91,54,926,
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,Under 1 year,0,36,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,5-14 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,15-24 years,0,54,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,25-34 years,,115,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,35-44 years,,207,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,45-54 years,13,443,25,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,55-64 years,34,1063,92,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,65-74 years,60,1656,106,20,11,157,
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,75-84 years,71,2209,144,25,,195,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female,85 years and over,68,2715,138,19,,189,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alabama,Female Total,"Female, all ages",252,8522,519,74,36,732,
06/03/2020,02/01/2020,05/30/2020,Alabama,Unknown,All ages,0,0,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alabama Total,All sexes,All Ages,569,17688,1166,165,90,1658,
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,15-24 years,0,22,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,25-34 years,0,30,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,35-44 years,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,45-54 years,0,57,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,55-64 years,0,126,10,0,0,10,
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,65-74 years,,160,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,75-84 years,0,177,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male,85 years and over,,109,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Male Total,"Male, all ages",,726,35,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,25-34 years,,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,35-44 years,0,31,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,45-54 years,,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,55-64 years,,83,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,65-74 years,,122,10,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,75-84 years,0,116,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female,85 years and over,0,133,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Female Total,"Female, all ages",,553,26,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Alaska,Unknown,All ages,0,0,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Alaska Total,All sexes,All Ages,,1279,61,,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,Under 1 year,0,67,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,1-4 years,0,18,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,5-14 years,,23,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,15-24 years,,253,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,25-34 years,10,390,10,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,35-44 years,10,451,19,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,45-54 years,20,747,40,12,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,55-64 years,48,1673,127,28,13,160,
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,65-74 years,74,2638,223,40,14,271,
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,75-84 years,121,3158,283,60,12,356,
06/03/2020,02/01/2020,05/30/2020,Arizona,Male,85 years and over,116,2720,226,56,10,296,
06/03/2020,02/01/2020,05/30/2020,Arizona,Male Total,"Male, all ages",404,12138,933,211,61,1187,
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,Under 1 year,0,60,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,1-4 years,0,19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,5-14 years,0,18,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,15-24 years,0,72,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,25-34 years,,183,12,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,35-44 years,,222,13,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,45-54 years,14,381,30,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,55-64 years,34,1056,100,19,10,125,
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,65-74 years,60,1872,154,33,15,196,
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,75-84 years,80,2749,222,42,10,270,
06/03/2020,02/01/2020,05/30/2020,Arizona,Female,85 years and over,134,3741,269,65,,345,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arizona,Female Total,"Female, all ages",330,10373,806,168,50,1018,
06/03/2020,02/01/2020,05/30/2020,Arizona,Unknown,All ages,0,0,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Arizona Total,All sexes,All Ages,734,22511,1739,379,111,2205,
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,Under 1 year,0,44,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,5-14 years,0,11,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,15-24 years,,82,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,25-34 years,,159,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,35-44 years,0,214,14,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,45-54 years,,383,20,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,55-64 years,10,941,62,,11,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,65-74 years,11,1378,89,,11,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,75-84 years,21,1439,111,,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male,85 years and over,,1022,98,,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Male Total,"Male, all ages",59,5684,403,20,40,482,
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,Under 1 year,0,25,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,1-4 years,0,10,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,15-24 years,0,32,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,25-34 years,0,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,35-44 years,,131,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,45-54 years,0,274,24,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,55-64 years,,602,48,,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,65-74 years,,997,65,,10,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,75-84 years,,1328,81,,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female,85 years and over,24,1733,103,,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Female Total,"Female, all ages",46,5216,331,,35,403,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Arkansas,Unknown,All ages,0,0,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Arkansas Total,All sexes,All Ages,105,10900,734,29,75,885,
06/03/2020,02/01/2020,05/30/2020,California,Male,Under 1 year,0,300,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Male,1-4 years,0,61,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Male,5-14 years,0,86,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Male,15-24 years,,773,17,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Male,25-34 years,24,1480,43,14,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Male,35-44 years,59,1842,107,31,10,145,
06/03/2020,02/01/2020,05/30/2020,California,Male,45-54 years,138,3299,238,68,33,341,
06/03/2020,02/01/2020,05/30/2020,California,Male,55-64 years,258,7351,584,140,70,772,
06/03/2020,02/01/2020,05/30/2020,California,Male,65-74 years,424,10476,1025,230,62,1280,
06/03/2020,02/01/2020,05/30/2020,California,Male,75-84 years,462,11673,1292,281,56,1529,
06/03/2020,02/01/2020,05/30/2020,California,Male,85 years and over,429,13016,1339,227,52,1593,
06/03/2020,02/01/2020,05/30/2020,California,Male Total,"Male, all ages",1795,50357,4655,991,299,5757,
06/03/2020,02/01/2020,05/30/2020,California,Female,Under 1 year,0,233,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,1-4 years,0,36,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,5-14 years,0,59,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,15-24 years,,248,12,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,25-34 years,,549,19,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,35-44 years,22,887,53,,10,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California,Female,45-54 years,53,1863,145,34,20,184,
06/03/2020,02/01/2020,05/30/2020,California,Female,55-64 years,121,4418,369,67,46,469,
06/03/2020,02/01/2020,05/30/2020,California,Female,65-74 years,230,7160,662,137,47,802,
06/03/2020,02/01/2020,05/30/2020,California,Female,75-84 years,355,10601,992,209,69,1207,
06/03/2020,02/01/2020,05/30/2020,California,Female,85 years and over,642,18938,1684,357,62,2031,
06/03/2020,02/01/2020,05/30/2020,California,Female Total,"Female, all ages",1428,44992,3943,814,268,4825,
06/03/2020,02/01/2020,05/30/2020,California,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,California Total,All sexes,All Ages,3223,95350,8598,1805,567,10582,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,Under 1 year,0,59,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,5-14 years,0,20,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,15-24 years,,163,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,25-34 years,,302,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,35-44 years,11,383,19,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,45-54 years,35,551,36,18,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,55-64 years,73,1181,102,34,10,151,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,65-74 years,155,1719,209,87,10,287,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,75-84 years,200,1893,243,125,,322,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Male,85 years and over,223,1887,210,111,10,330,
06/03/2020,02/01/2020,05/30/2020,Colorado,Male Total,"Male, all ages",705,8166,828,385,46,1192,
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,Under 1 year,0,55,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,15-24 years,,57,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,25-34 years,,119,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,35-44 years,,164,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,45-54 years,10,314,22,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,55-64 years,27,709,64,20,11,82,
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,65-74 years,97,1180,108,46,,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,75-84 years,146,1645,183,69,,265,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Colorado,Female,85 years and over,263,2858,274,131,13,419,
06/03/2020,02/01/2020,05/30/2020,Colorado,Female Total,"Female, all ages",549,7115,665,272,47,986,
06/03/2020,02/01/2020,05/30/2020,Colorado,Unknown,All ages,0,0,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Colorado Total,All sexes,All Ages,1254,15281,1493,657,93,2178,
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,Under 1 year,0,10,0,0,0,0,
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,15-24 years,,21,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,25-34 years,,65,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,35-44 years,,91,,0,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/03/2020,02/01/2020,05/30/2020,Connecticut,Male,45-54 years,33,180,11,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
