Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,45-54 years,0,74,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,55-64 years,0,188,10,0,0,10,
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,65-74 years,,224,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,75-84 years,,241,12,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,85 years and over,,136,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Male,All ages,,998,41,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,15-24 years,0,14,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,25-34 years,,26,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,35-44 years,0,37,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,45-54 years,,49,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,55-64 years,,110,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,65-74 years,,172,12,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,75-84 years,,148,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,85 years and over,0,184,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Female,All ages,,753,37,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Alaska,Unknown,All ages,0,0,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Alaska Total,All,All Ages,11,1751,78,,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,Under 1 year,0,95,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,1-4 years,,31,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,5-14 years,,30,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,15-24 years,,340,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,25-34 years,21,579,21,13,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,35-44 years,29,677,34,18,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,45-54 years,70,1075,75,37,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,55-64 years,138,2320,204,81,13,274,
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,65-74 years,178,3568,336,103,14,425,
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,75-84 years,251,4316,417,135,12,545,
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,85 years and over,218,3662,317,105,10,440,
07/15/2020,02/01/2020,07/11/2020,Arizona,Male,All ages,912,16693,1412,494,61,1891,
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,Under 1 year,0,72,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,1-4 years,0,21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,5-14 years,0,23,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,15-24 years,,106,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,25-34 years,,257,15,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,35-44 years,13,318,17,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,45-54 years,35,575,49,18,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,55-64 years,81,1452,139,46,10,184,
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,65-74 years,138,2559,236,81,16,309,
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,75-84 years,196,3734,336,99,10,443,
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,85 years and over,243,5055,358,111,,498,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arizona,Female,All ages,716,14172,1158,367,52,1559,
07/15/2020,02/01/2020,07/11/2020,Arizona,Unknown,All ages,0,0,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Arizona Total,All,All Ages,1628,30865,2570,861,113,3450,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,Under 1 year,0,63,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,1-4 years,0,15,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,5-14 years,0,17,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,15-24 years,,119,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,25-34 years,,218,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,35-44 years,,295,17,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,45-54 years,16,520,27,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,55-64 years,32,1285,90,13,11,120,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,65-74 years,30,1839,125,22,11,144,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,75-84 years,43,1896,150,18,,182,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,85 years and over,19,1320,114,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Male,All ages,148,7587,535,70,40,653,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,Under 1 year,0,36,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,5-14 years,0,10,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,15-24 years,,42,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,25-34 years,,108,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,35-44 years,,188,,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,45-54 years,,372,30,,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,55-64 years,15,808,68,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,65-74 years,12,1322,87,,10,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,75-84 years,27,1740,105,,,131,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,85 years and over,61,2260,137,12,,194,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Arkansas,Female,All ages,132,6897,447,41,35,573,
07/15/2020,02/01/2020,07/11/2020,Arkansas,Unknown,All ages,0,0,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Arkansas Total,All,All Ages,280,14484,982,111,75,1226,
07/15/2020,02/01/2020,07/11/2020,California,Male,Under 1 year,0,410,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Male,1-4 years,0,79,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Male,5-14 years,0,119,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Male,15-24 years,,1107,22,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Male,25-34 years,41,2082,65,23,,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Male,35-44 years,115,2616,160,60,10,225,
07/15/2020,02/01/2020,07/11/2020,California,Male,45-54 years,280,4590,380,148,33,545,
07/15/2020,02/01/2020,07/11/2020,California,Male,55-64 years,547,10057,878,304,71,1192,
07/15/2020,02/01/2020,07/11/2020,California,Male,65-74 years,796,14068,1467,446,63,1879,
07/15/2020,02/01/2020,07/11/2020,California,Male,75-84 years,824,15649,1775,506,57,2150,
07/15/2020,02/01/2020,07/11/2020,California,Male,85 years and over,771,17160,1771,411,52,2183,
07/15/2020,02/01/2020,07/11/2020,California,Male,All ages,3377,67937,6528,1899,303,8308,
07/15/2020,02/01/2020,07/11/2020,California,Female,Under 1 year,0,308,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Female,1-4 years,0,48,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Female,5-14 years,0,82,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Female,15-24 years,,348,13,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Female,25-34 years,,756,31,,10,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California,Female,35-44 years,40,1238,81,23,10,108,
07/15/2020,02/01/2020,07/11/2020,California,Female,45-54 years,97,2550,202,55,22,266,
07/15/2020,02/01/2020,07/11/2020,California,Female,55-64 years,221,5884,501,124,46,644,
07/15/2020,02/01/2020,07/11/2020,California,Female,65-74 years,407,9664,900,238,48,1117,
07/15/2020,02/01/2020,07/11/2020,California,Female,75-84 years,635,14135,1350,359,69,1695,
07/15/2020,02/01/2020,07/11/2020,California,Female,85 years and over,1106,25094,2184,573,63,2780,
07/15/2020,02/01/2020,07/11/2020,California,Female,All ages,2517,60107,5271,1376,273,6685,
07/15/2020,02/01/2020,07/11/2020,California,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,California Total,All,All Ages,5894,128045,11799,3275,576,14993,
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,Under 1 year,0,78,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,5-14 years,0,28,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,15-24 years,,210,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,25-34 years,,419,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,35-44 years,15,498,23,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,45-54 years,54,759,52,29,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,55-64 years,112,1556,144,56,10,210,
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,65-74 years,195,2232,259,115,10,349,
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,75-84 years,254,2427,296,149,,405,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,85 years and over,255,2342,245,123,10,385,
07/15/2020,02/01/2020,07/11/2020,Colorado,Male,All ages,895,10560,1032,485,47,1487,
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,Under 1 year,0,75,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,5-14 years,0,13,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,15-24 years,,76,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,25-34 years,,153,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,35-44 years,,214,11,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,45-54 years,16,414,27,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,55-64 years,39,905,75,25,11,100,
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,65-74 years,113,1531,129,54,,195,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,75-84 years,192,2119,220,90,,327,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,85 years and over,336,3639,337,168,13,518,
07/15/2020,02/01/2020,07/11/2020,Colorado,Female,All ages,706,9144,808,346,48,1213,
07/15/2020,02/01/2020,07/11/2020,Colorado,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Colorado Total,All,All Ages,1601,19705,1840,831,95,2700,
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,Under 1 year,0,25,0,0,0,0,
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,15-24 years,,55,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,25-34 years,,151,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,35-44 years,16,186,,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,45-54 years,63,394,22,11,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,55-64 years,205,922,78,46,,240,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/15/2020,02/01/2020,07/11/2020,Connecticut,Male,65-74 years,409,1417,170,113,10,473,
