DateUpdated,AgeGroups,Total cases,Confirmed cases,Probable cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
10/29/2020,50-59,11153,10688,465,2107,191,159,32
10/29/2020,60-69,8502,8201,301,1965,570,486,84
10/29/2020,70-79,5352,5076,276,2053,1010,839,171
10/29/2020,80 and older,7683,6989,694,4680,2757,2148,609
11/01/2020,0-9,2109,1984,125,556,1,1,0
11/01/2020,10-19,5012,4657,355,1090,1,1,0
11/01/2020,20-29,11810,11106,704,2534,4,4,0
11/01/2020,30-39,11254,10674,580,2556,23,23,0
11/01/2020,40-49,10205,9742,463,2317,60,48,12
11/01/2020,50-59,11504,11001,503,2173,191,159,32
11/01/2020,60-69,8708,8387,321,2013,573,488,85
11/01/2020,70-79,5480,5201,279,2103,1011,840,171
11/01/2020,80 and older,7752,7056,696,4722,2763,2154,609
11/02/2020,0-9,2173,2046,127,573,1,1,0
11/02/2020,10-19,5115,4751,364,1112,1,1,0
11/02/2020,20-29,12012,11292,720,2577,4,4,0
11/02/2020,30-39,11440,10852,588,2598,23,23,0
11/02/2020,40-49,10351,9879,472,2350,60,48,12
11/02/2020,50-59,11650,11134,516,2200,193,161,32
11/02/2020,60-69,8789,8462,327,2031,575,490,85
11/02/2020,70-79,5516,5235,281,2116,1012,841,171
11/02/2020,80 and older,7773,7077,696,4735,2766,2157,609
11/03/2020,0-9,2208,2078,130,582,1,1,0
11/03/2020,10-19,5176,4806,370,1126,1,1,0
11/03/2020,20-29,12115,11389,726,2600,4,4,0
11/03/2020,30-39,11535,10935,600,2620,23,23,0
11/03/2020,40-49,10422,9950,472,2366,60,48,12
11/03/2020,50-59,11732,11209,523,2216,193,161,32
11/03/2020,60-69,8831,8503,328,2041,578,493,85
11/03/2020,70-79,5546,5262,284,2128,1014,843,171
11/03/2020,80 and older,7784,7088,696,4742,2771,2162,609
11/04/2020,0-9,2288,2141,147,603,1,1,0
11/04/2020,10-19,5377,4950,427,1169,1,1,0
11/04/2020,20-29,12462,11604,858,2674,4,4,0
11/04/2020,30-39,11812,11100,712,2682,23,23,0
11/04/2020,40-49,10641,10078,563,2416,61,48,13
11/04/2020,50-59,11957,11351,606,2258,194,162,32
11/04/2020,60-69,8977,8579,398,2075,578,493,85
11/04/2020,70-79,5642,5306,336,2165,1016,844,172
11/04/2020,80 and older,7871,7134,737,4795,2778,2168,610
11/05/2020,0-9,2353,2202,151,621,1,1,0
11/05/2020,10-19,5509,5064,445,1198,1,1,0
11/05/2020,20-29,12677,11778,899,2720,4,4,0
11/05/2020,30-39,11979,11251,728,2720,23,23,0
11/05/2020,40-49,10801,10227,574,2452,61,48,13
11/05/2020,50-59,12125,11498,627,2290,195,162,33
11/05/2020,60-69,9054,8655,399,2093,580,495,85
11/05/2020,70-79,5692,5352,340,2184,1018,846,172
11/05/2020,80 and older,7901,7160,741,4813,2788,2177,611
11/08/2020,0-9,2526,2364,162,666,1,1,0
11/08/2020,10-19,5976,5488,488,1300,1,1,0
11/08/2020,20-29,13419,12428,991,2879,4,4,0
11/08/2020,30-39,12508,11727,781,2841,23,23,0
11/08/2020,40-49,11261,10658,603,2557,62,49,13
11/08/2020,50-59,12562,11913,649,2373,196,163,33
11/08/2020,60-69,9330,8910,420,2156,585,498,87
11/08/2020,70-79,5828,5480,348,2236,1025,852,173
11/08/2020,80 and older,8017,7268,749,4884,2800,2187,613
11/09/2020,0-9,2613,2449,164,689,1,1,0
11/09/2020,10-19,6146,5653,493,1337,1,1,0
11/09/2020,20-29,13749,12748,1001,2950,4,4,0
11/09/2020,30-39,12780,11986,794,2902,23,23,0
11/09/2020,40-49,11450,10845,605,2600,62,49,13
11/09/2020,50-59,12776,12108,668,2413,197,163,34
11/09/2020,60-69,9454,9023,431,2185,587,499,88
11/09/2020,70-79,5909,5557,352,2267,1025,852,173
11/09/2020,80 and older,8075,7319,756,4919,2807,2193,614
11/10/2020,0-9,2718,2549,169,717,1,1,0
11/10/2020,10-19,6357,5847,510,1383,1,1,0
11/10/2020,20-29,14142,13119,1023,3035,4,4,0
11/10/2020,30-39,13081,12263,818,2971,23,23,0
11/10/2020,40-49,11691,11068,623,2654,62,49,13
11/10/2020,50-59,13031,12333,698,2461,199,164,35
11/10/2020,60-69,9591,9151,440,2217,588,499,89
11/10/2020,70-79,5989,5635,354,2298,1028,855,173
11/10/2020,80 and older,8106,7348,758,4938,2810,2195,615
11/11/2020,0-9,2760,2581,179,728,1,1,0
11/11/2020,10-19,6523,5966,557,1419,1,1,0
11/11/2020,20-29,14391,13315,1076,3088,4,4,0
11/11/2020,30-39,13254,12390,864,3010,23,23,0
11/11/2020,40-49,11842,11176,666,2689,63,50,13
11/11/2020,50-59,13189,12451,738,2491,200,165,35
11/11/2020,60-69,9692,9235,457,2240,592,500,92
11/11/2020,70-79,6050,5686,364,2321,1028,854,174
11/11/2020,80 and older,8162,7396,766,4972,2814,2200,614
11/12/2020,0-9,2909,2726,183,767,1,1,0
11/12/2020,10-19,6881,6318,563,1497,1,1,0
11/12/2020,20-29,15016,13910,1106,3222,4,4,0
11/12/2020,30-39,13719,12826,893,3116,23,23,0
11/12/2020,40-49,12234,11555,679,2778,64,50,14
11/12/2020,50-59,13540,12788,752,2557,199,164,35
11/12/2020,60-69,9930,9469,461,2295,592,500,92
11/12/2020,70-79,6144,5775,369,2357,1034,860,174
11/12/2020,80 and older,8236,7467,769,5017,2819,2204,615
11/15/2020,0-9,3188,2995,193,841,1,1,0
11/15/2020,10-19,7540,6926,614,1640,1,1,0
11/15/2020,20-29,15859,14683,1176,3403,4,4,0
11/15/2020,30-39,14424,13487,937,3276,23,23,0
11/15/2020,40-49,12894,12191,703,2928,64,50,14
11/15/2020,50-59,14257,13468,789,2693,199,164,35
11/15/2020,60-69,10367,9881,486,2396,594,503,91
11/15/2020,70-79,6344,5963,381,2434,1037,863,174
11/15/2020,80 and older,8374,7602,772,5101,2836,2218,618
11/16/2020,0-9,3256,3056,200,859,1,1,0
11/16/2020,10-19,7756,7103,653,1687,1,1,0
11/16/2020,20-29,16199,14925,1274,3476,4,4,0
11/16/2020,30-39,14716,13729,987,3342,23,23,0
11/16/2020,40-49,13137,12374,763,2983,64,50,14
11/16/2020,50-59,14510,13673,837,2741,200,165,35
11/16/2020,60-69,10527,10016,511,2433,594,503,91
11/16/2020,70-79,6415,6026,389,2461,1041,867,174
11/16/2020,80 and older,8433,7654,779,5137,2843,2225,618
11/17/2020,0-9,3385,3183,202,893,1,1,0
11/17/2020,10-19,8013,7346,667,1743,1,1,0
11/17/2020,20-29,16605,15313,1292,3563,4,4,0
05/29/2020,40-49,5933,,,1347,52,,
11/17/2020,30-39,15014,14012,1002,3410,23,23,0
11/17/2020,40-49,13404,12635,769,3043,64,50,14
11/17/2020,50-59,14816,13967,849,2798,201,166,35
11/17/2020,60-69,10739,10215,524,2482,596,505,91
11/17/2020,70-79,6513,6117,396,2499,1043,869,174
11/17/2020,80 and older,8502,7720,782,5179,2851,2230,621
05/29/2020,50-59,7257,,,1371,157,,
11/18/2020,0-9,3526,3315,211,930,1,1,0
11/18/2020,10-19,8294,7590,704,1804,1,1,0
11/18/2020,20-29,17031,15697,1334,3654,4,4,0
11/18/2020,30-39,15384,14329,1055,3494,23,23,0
11/18/2020,40-49,13730,12921,809,3117,64,50,14
11/18/2020,50-59,15185,14309,876,2868,201,166,35
11/18/2020,60-69,10974,10421,553,2536,599,507,92
11/18/2020,70-79,6623,6212,411,2541,1047,870,177
11/18/2020,80 and older,8595,7808,787,5236,2865,2240,625
11/19/2020,0-9,3626,3410,216,956,1,1,0
11/19/2020,10-19,8590,7851,739,1868,1,1,0
11/19/2020,20-29,17437,16039,1398,3742,4,4,0
11/19/2020,30-39,15745,14624,1121,3576,23,23,0
11/19/2020,40-49,14019,13159,860,3183,65,51,14
11/19/2020,50-59,15490,14588,902,2926,202,167,35
11/19/2020,60-69,11159,10596,563,2579,599,508,91
11/19/2020,70-79,6700,6270,430,2571,1055,874,181
11/19/2020,80 and older,8662,7865,797,5276,2878,2249,629
11/22/2020,0-9,3955,3719,236,1043,1,1,0
11/22/2020,10-19,9266,8475,791,2015,1,1,0
11/22/2020,20-29,18413,16923,1490,3951,4,4,0
11/22/2020,30-39,16558,15377,1181,3760,23,23,0
11/22/2020,40-49,14749,13837,912,3349,67,53,14
11/22/2020,50-59,16293,15327,966,3077,202,167,35
11/22/2020,60-69,11665,11069,596,2696,609,516,93
11/22/2020,70-79,6941,6514,427,2663,1063,882,181
11/22/2020,80 and older,8858,8048,810,5396,2901,2268,633
11/23/2020,0-9,3972,3737,235,1048,1,1,0
11/23/2020,10-19,9321,8526,795,2027,1,1,0
11/23/2020,20-29,18502,17007,1495,3970,5,4,1
11/23/2020,30-39,16646,15459,1187,3780,23,23,0
11/23/2020,40-49,14834,13922,912,3368,67,53,14
11/23/2020,50-59,16385,15413,972,3095,203,168,35
11/23/2020,60-69,11714,11116,598,2707,611,518,93
11/23/2020,70-79,6971,6544,427,2675,1065,884,181
11/23/2020,80 and older,8891,8072,819,5416,2905,2270,635
11/24/2020,0-9,4099,3855,244,1081,1,1,0
11/24/2020,10-19,9566,8753,813,2080,1,1,0
11/24/2020,20-29,18805,17286,1519,4035,5,4,1
11/24/2020,30-39,16982,15779,1203,3857,24,24,0
11/24/2020,40-49,15078,14148,930,3423,68,54,14
11/24/2020,50-59,16652,15660,992,3145,205,170,35
11/24/2020,60-69,11904,11292,612,2751,616,522,94
11/24/2020,70-79,7053,6616,437,2706,1075,892,183
11/24/2020,80 and older,8967,8127,840,5462,2931,2289,642
11/26/2020,0-9,4294,4045,249,1133,1,1,0
11/26/2020,10-19,9941,9103,838,2162,1,1,0
11/26/2020,20-29,19444,17905,1539,4172,5,4,1
11/26/2020,30-39,17556,16315,1241,3987,24,24,0
11/26/2020,40-49,15584,14634,950,3538,68,54,14
11/26/2020,50-59,17176,16157,1019,3244,207,172,35
11/26/2020,60-69,12219,11598,621,2824,619,524,95
11/26/2020,70-79,7221,6766,455,2771,1086,900,186
11/26/2020,80 and older,9100,8246,854,5543,2950,2301,649
11/29/2020,0-9,4540,4288,252,1197,1,1,0
11/29/2020,10-19,10446,9622,824,2272,1,1,0
11/29/2020,20-29,20195,18678,1517,4333,5,4,1
11/29/2020,30-39,18244,17003,1241,4143,25,24,1
11/29/2020,40-49,16277,15312,965,3696,71,55,16
11/29/2020,50-59,17886,16860,1026,3378,213,178,35
11/29/2020,60-69,12768,12129,639,2951,628,529,99
11/29/2020,70-79,7492,7028,464,2875,1096,908,188
11/29/2020,80 and older,9397,8542,855,5724,2980,2325,655
11/30/2020,0-9,4625,4373,252,1220,1,1,0
11/30/2020,10-19,10616,9802,814,2309,1,1,0
11/30/2020,20-29,20410,18909,1501,4379,5,4,1
05/29/2020,60-69,6122,,,1415,492,,
11/30/2020,30-39,18475,17250,1225,4196,25,24,1
11/30/2020,40-49,16462,15508,954,3738,71,55,16
11/30/2020,50-59,18126,17116,1010,3424,216,182,34
11/30/2020,60-69,12930,12299,631,2989,629,532,97
11/30/2020,70-79,7599,7133,466,2916,1099,910,189
11/30/2020,80 and older,9461,8606,855,5763,2993,2336,657
05/29/2020,70-79,4076,,,1564,837,,
12/01/2020,0-9,4765,4509,256,1257,1,1,0
12/01/2020,10-19,10950,10070,880,2381,1,1,0
12/01/2020,20-29,20900,19334,1566,4485,5,4,1
12/01/2020,30-39,18868,17617,1251,4285,25,24,1
12/01/2020,40-49,16855,15878,977,3827,72,56,16
12/01/2020,50-59,18499,17470,1029,3494,219,185,34
12/01/2020,60-69,13233,12597,636,3059,632,534,98
12/01/2020,70-79,7745,7275,470,2972,1108,919,189
12/01/2020,80 and older,9561,8689,872,5824,3028,2364,664
12/02/2020,0-9,5065,4804,261,1336,1,1,0
12/02/2020,10-19,11513,10633,880,2504,1,1,0
12/02/2020,20-29,21720,20141,1579,4661,5,4,1
12/02/2020,30-39,19590,18339,1251,4449,25,24,1
12/02/2020,40-49,17582,16617,965,3992,72,56,16
12/02/2020,50-59,19215,18177,1038,3629,220,185,35
12/02/2020,60-69,13732,13092,640,3174,635,538,97
12/02/2020,70-79,7996,7525,471,3068,1107,922,185
12/02/2020,80 and older,9706,8826,880,5912,3045,2381,664
12/03/2020,0-9,5141,4877,264,1356,2,2,0
12/03/2020,10-19,11682,10776,906,2541,1,1,0
12/03/2020,20-29,21970,20366,1604,4714,6,5,1
12/03/2020,30-39,19797,18517,1280,4496,25,24,1
12/03/2020,40-49,17787,16802,985,4038,73,57,16
12/03/2020,50-59,19467,18412,1055,3677,220,185,35
12/03/2020,60-69,13890,13241,649,3210,638,540,98
12/03/2020,70-79,8099,7618,481,3107,1119,934,185
12/03/2020,80 and older,9826,8939,887,5985,3062,2395,667
12/06/2020,0-9,5605,5337,268,1478,1,1,0
12/06/2020,10-19,12625,11694,931,2746,1,1,0
12/06/2020,20-29,23412,21739,1673,5024,6,5,1
12/06/2020,30-39,21026,19680,1346,4775,25,24,1
12/06/2020,40-49,18982,17954,1028,4310,74,58,16
12/06/2020,50-59,20736,19632,1104,3917,226,190,36
12/06/2020,60-69,14739,14068,671,3407,646,547,99
12/06/2020,70-79,8507,8007,500,3264,1135,949,186
12/06/2020,80 and older,10152,9261,891,6184,3110,2437,673
12/07/2020,0-9,5822,5540,282,1536,1,1,0
12/07/2020,10-19,13008,12051,957,2829,1,1,0
12/07/2020,20-29,23780,22060,1720,5103,6,5,1
12/07/2020,30-39,21340,19961,1379,4846,25,24,1
12/07/2020,40-49,19288,18234,1054,4379,74,58,16
12/07/2020,50-59,21107,19973,1134,3987,228,191,37
12/07/2020,60-69,14979,14299,680,3462,650,551,99
12/07/2020,70-79,8633,8129,504,3312,1140,954,186
12/07/2020,80 and older,10239,9341,898,6237,3117,2443,674
12/08/2020,0-9,5971,5689,282,1575,1,1,0
12/08/2020,10-19,13264,12305,959,2885,1,1,0
12/08/2020,20-29,24170,22456,1714,5186,6,5,1
12/08/2020,30-39,21687,20302,1385,4925,26,25,1
12/08/2020,40-49,19652,18594,1058,4462,76,60,16
12/08/2020,50-59,21447,20309,1138,4051,229,192,37
12/08/2020,60-69,15226,14543,683,3519,658,557,101
12/08/2020,70-79,8747,8236,511,3356,1149,963,186
12/08/2020,80 and older,10319,9408,911,6286,3139,2460,679
12/09/2020,0-9,6110,5819,291,1612,1,1,0
12/09/2020,10-19,13523,12559,964,2941,1,1,0
12/09/2020,20-29,24576,22863,1713,5273,6,5,1
12/09/2020,30-39,22082,20702,1380,5015,26,25,1
12/09/2020,40-49,20011,18950,1061,4543,77,61,16
12/09/2020,50-59,21833,20692,1141,4124,229,192,37
12/09/2020,60-69,15472,14783,689,3576,658,557,101
12/09/2020,70-79,8896,8380,516,3413,1157,971,186
12/09/2020,80 and older,10411,9495,916,6342,3172,2490,682
12/10/2020,0-9,6321,6021,300,1667,1,1,0
12/10/2020,10-19,13923,12924,999,3028,1,1,0
04/11/2020,20-29,1266,,,272,1,,
12/10/2020,20-29,25162,23386,1776,5399,6,5,1
12/10/2020,30-39,22647,21216,1431,5143,26,25,1
12/10/2020,40-49,20581,19476,1105,4673,77,61,16
12/10/2020,50-59,22434,21255,1179,4237,230,193,37
12/10/2020,60-69,15926,15221,705,3681,665,564,101
12/10/2020,70-79,9140,8604,536,3507,1168,975,193
12/10/2020,80 and older,10560,9643,917,6433,3189,2507,682
04/11/2020,30-39,1701,,,386,6,,
12/13/2020,0-9,6756,6451,305,1782,1,1,0
12/13/2020,10-19,14669,13642,1027,3190,1,1,0
12/13/2020,20-29,26409,24587,1822,5667,6,5,1
12/13/2020,30-39,23763,22300,1463,5396,26,25,1
12/13/2020,40-49,21618,20490,1128,4908,78,62,16
12/13/2020,50-59,23564,22343,1221,4451,231,194,37
12/13/2020,60-69,16698,15961,737,3859,679,574,105
12/13/2020,70-79,9571,9031,540,3672,1187,990,197
12/13/2020,80 and older,10869,9932,937,6621,3235,2545,690
12/14/2020,0-9,6832,6518,314,1802,1,1,0
12/14/2020,10-19,14816,13769,1047,3222,1,1,0
12/14/2020,20-29,26631,24774,1857,5714,6,5,1
12/14/2020,30-39,24000,22505,1495,5450,26,25,1
12/14/2020,40-49,21815,20673,1142,4953,78,62,16
12/14/2020,50-59,23813,22567,1246,4498,232,195,37
12/14/2020,60-69,16872,16127,745,3900,688,581,107
12/14/2020,70-79,9674,9132,542,3712,1190,993,197
12/14/2020,80 and older,10948,10000,948,6669,3244,2551,693
12/15/2020,0-9,6971,6656,315,1839,1,1,0
12/15/2020,10-19,15057,14004,1053,3275,2,1,1
12/15/2020,20-29,27022,25162,1860,5798,6,5,1
12/15/2020,30-39,24369,22867,1502,5534,26,25,1
12/15/2020,40-49,22193,21044,1149,5039,79,63,16
12/15/2020,50-59,24189,22936,1253,4569,234,197,37
12/15/2020,60-69,17120,16362,758,3957,695,588,107
12/15/2020,70-79,9789,9244,545,3756,1198,1001,197
12/15/2020,80 and older,11035,10081,954,6722,3265,2568,697
12/16/2020,0-9,7105,6785,320,1874,1,1,0
12/16/2020,10-19,15306,14238,1068,3329,2,1,1
12/16/2020,20-29,27451,25537,1914,5890,6,5,1
12/16/2020,30-39,24754,23232,1522,5622,26,25,1
12/16/2020,40-49,22505,21334,1171,5110,79,63,16
12/16/2020,50-59,24523,23257,1266,4632,238,201,37
12/16/2020,60-69,17388,16618,770,4019,700,591,109
12/16/2020,70-79,9925,9372,553,3808,1210,1013,197
12/16/2020,80 and older,11111,10151,960,6768,3290,2589,701
12/17/2020,0-9,7292,6973,319,1923,1,1,0
12/17/2020,10-19,15582,14512,1070,3389,2,1,1
12/17/2020,20-29,27872,25958,1914,5981,5,5,0
12/17/2020,30-39,25172,23648,1524,5716,26,25,1
12/17/2020,40-49,22857,21685,1172,5190,79,63,16
12/17/2020,50-59,24986,23717,1269,4719,239,202,37
12/17/2020,60-69,17664,16889,775,4083,703,594,109
12/17/2020,70-79,10089,9529,560,3871,1218,1018,200
12/17/2020,80 and older,11231,10264,967,6841,3308,2605,703
12/20/2020,0-9,7572,7246,326,1997,1,1,0
12/20/2020,10-19,16071,14976,1095,3495,2,1,1
12/20/2020,20-29,28652,26678,1974,6148,6,6,0
12/20/2020,30-39,25930,24352,1578,5889,26,25,1
12/20/2020,40-49,23486,22280,1206,5332,81,64,17
