Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/09/2020,02/01/2020,09/05/2020,United States,Male,0-17 years,54,10955,167,11,64,274,
09/09/2020,02/01/2020,09/05/2020,United States,Male,1-4 years,7,1180,34,1,25,65,
09/09/2020,02/01/2020,09/05/2020,United States,Male,5-14 years,20,1849,50,7,23,86,
09/09/2020,02/01/2020,09/05/2020,United States,Male,15-24 years,195,14813,249,68,27,400,
09/09/2020,02/01/2020,09/05/2020,United States,Male,18-29 years,499,26092,594,194,53,945,
09/09/2020,02/01/2020,09/05/2020,United States,Male,25-34 years,904,29205,941,396,76,1516,
09/09/2020,02/01/2020,09/05/2020,United States,Male,30-49 years,5512,81675,4739,2456,304,8043,
09/09/2020,02/01/2020,09/05/2020,United States,Male,35-44 years,2430,38587,2150,1063,132,3626,
09/09/2020,02/01/2020,09/05/2020,United States,Male,45-54 years,6362,67837,5467,2935,342,9164,
09/09/2020,02/01/2020,09/05/2020,United States,Male,50-64 years,18359,192850,17757,8722,915,28116,
09/09/2020,02/01/2020,09/05/2020,United States,Male,55-64 years,14493,152280,14304,6911,703,22440,
09/09/2020,02/01/2020,09/05/2020,United States,Male,65-74 years,23213,217994,23890,11130,807,36626,
09/09/2020,02/01/2020,09/05/2020,United States,Male,75-84 years,25562,238254,27521,12089,730,41609,
09/09/2020,02/01/2020,09/05/2020,United States,Male,85 years and over,21770,220153,23813,9553,565,36510,
09/09/2020,02/01/2020,09/05/2020,United States,Male,All Ages,94969,987973,98481,44155,3438,152123,
09/09/2020,02/01/2020,09/05/2020,United States,Female,Under 1 year,6,4677,37,1,8,50,
09/09/2020,02/01/2020,09/05/2020,United States,Female,0-17 years,34,7660,129,6,59,216,
09/09/2020,02/01/2020,09/05/2020,United States,Female,1-4 years,7,841,36,1,17,59,
09/09/2020,02/01/2020,09/05/2020,United States,Female,5-14 years,9,1261,44,1,29,81,
09/09/2020,02/01/2020,09/05/2020,United States,Female,15-24 years,120,5184,153,43,26,255,
09/09/2020,02/01/2020,09/05/2020,United States,Female,18-29 years,266,9469,369,121,47,558,
09/09/2020,02/01/2020,09/05/2020,United States,Female,25-34 years,456,12163,572,210,75,888,
09/09/2020,02/01/2020,09/05/2020,United States,Female,30-49 years,2512,42792,2737,1104,261,4384,
09/09/2020,02/01/2020,09/05/2020,United States,Female,35-44 years,1112,19933,1227,484,115,1964,
09/09/2020,02/01/2020,09/05/2020,United States,Female,45-54 years,2961,40063,3279,1356,235,5086,
09/09/2020,02/01/2020,09/05/2020,United States,Female,50-64 years,9620,119179,11257,4648,671,16809,
09/09/2020,02/01/2020,09/05/2020,United States,Female,55-64 years,7761,94978,9144,3783,533,13584,
09/09/2020,02/01/2020,09/05/2020,United States,Female,65-74 years,14470,156949,15851,6834,637,24044,
09/09/2020,02/01/2020,09/05/2020,United States,Female,75-84 years,20924,220213,21667,9331,739,33910,
09/09/2020,02/01/2020,09/05/2020,United States,Female,85 years and over,33067,350144,29599,12243,818,51149,
09/09/2020,02/01/2020,09/05/2020,United States,Female,All Ages,80893,906406,81609,34287,3232,131070,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,Under 1 year,0,15,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,0-17 years,0,16,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,15-24 years,0,1,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,18-29 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,30-49 years,0,6,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,35-44 years,0,3,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,45-54 years,1,3,1,1,0,1,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,50-64 years,1,8,2,1,1,3,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,55-64 years,0,6,1,0,1,2,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,65-74 years,1,10,1,1,0,1,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,75-84 years,1,10,1,1,0,1,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,85 years and over,1,18,1,1,0,1,
09/09/2020,02/01/2020,09/05/2020,United States,Unknown,All Ages,4,68,5,4,1,6,
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,Under 1 year,,111,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,0-17 years,,220,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,1-4 years,0,22,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,5-14 years,0,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,15-24 years,,284,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,18-29 years,,469,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,25-34 years,14,524,15,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,30-49 years,78,1586,75,26,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,35-44 years,34,775,42,13,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,45-54 years,97,1351,69,25,,147,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,50-64 years,270,3936,263,82,21,472,
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,55-64 years,208,3104,217,65,16,376,
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,65-74 years,380,4251,379,125,17,650,
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,75-84 years,378,4396,389,129,,645,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,85 years and over,255,3088,266,87,,440,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Male,All Ages,1369,17946,1379,451,60,2354,
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,Under 1 year,0,80,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,0-17 years,0,133,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,1-4 years,0,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,5-14 years,0,21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,15-24 years,,111,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,18-29 years,,174,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,25-34 years,,228,14,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,30-49 years,52,921,47,13,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,35-44 years,24,425,19,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,45-54 years,71,901,58,19,,115,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,50-64 years,207,2611,240,59,13,400,
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,55-64 years,158,2054,199,44,,321,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,65-74 years,289,3244,259,99,12,461,
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,75-84 years,337,4377,337,113,,567,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,85 years and over,434,5268,339,127,,648,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alabama,Female,All Ages,1321,16728,1231,412,40,2178,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,Unknown,All Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alabama,All Sexes,All Ages,2690,34674,2610,863,100,4532,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,Under 1 year,0,10,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,0-17 years,0,29,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,5-14 years,0,11,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,15-24 years,0,52,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,18-29 years,0,78,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,25-34 years,0,67,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,30-49 years,,164,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,35-44 years,0,86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,45-54 years,,108,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,50-64 years,,336,14,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,55-64 years,,270,13,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,65-74 years,,324,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,75-84 years,,331,15,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,85 years and over,,192,13,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Male,All Ages,23,1454,59,10,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,Under 1 year,0,10,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,0-17 years,0,22,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,15-24 years,0,23,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,18-29 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,25-34 years,,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,30-49 years,,108,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,35-44 years,0,54,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,45-54 years,,72,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,50-64 years,,187,13,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,55-64 years,,147,10,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,65-74 years,,229,12,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,75-84 years,,213,11,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,85 years and over,,263,11,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Female,All Ages,11,1057,53,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,Under 1 year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,0-17 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,1-4 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,5-14 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,15-24 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,18-29 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,25-34 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,30-49 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,35-44 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,45-54 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,50-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,55-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,65-74 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,75-84 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,85 years and over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,Unknown,All Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Alaska,All Sexes,All Ages,34,2511,112,18,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,Under 1 year,0,126,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,0-17 years,,280,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,1-4 years,,39,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,5-14 years,,40,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,15-24 years,13,499,11,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,18-29 years,33,845,29,19,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,25-34 years,52,876,41,28,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,30-49 years,215,2245,163,111,,270,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,35-44 years,99,1072,75,52,,124,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,45-54 years,227,1698,181,127,,285,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,50-64 years,607,4540,570,357,17,837,
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,55-64 years,465,3560,456,275,13,659,
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,65-74 years,635,5344,708,394,14,963,
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,75-84 years,704,6184,798,423,12,1091,
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,85 years and over,503,5161,530,257,10,786,
09/09/2020,02/01/2020,09/05/2020,Arizona,Male,All Ages,2702,24599,2805,1564,61,4004,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,Under 1 year,0,103,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,0-17 years,0,200,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,1-4 years,0,30,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,5-14 years,0,36,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,15-24 years,,162,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,18-29 years,15,300,14,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,25-34 years,27,392,29,15,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,30-49 years,122,1052,109,73,,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,35-44 years,54,479,38,26,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,45-54 years,100,880,107,60,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,50-64 years,319,2713,341,186,13,487,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,55-64 years,269,2183,283,160,10,402,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,65-74 years,430,3797,476,260,16,662,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,75-84 years,526,5268,592,307,10,821,
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,85 years and over,572,7052,578,272,,886,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arizona,Female,All Ages,1984,20382,2114,1105,54,3047,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,Under 1 year,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,0-17 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,1-4 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,5-14 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,15-24 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,18-29 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,25-34 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,30-49 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,35-44 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,45-54 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,50-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,55-64 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,65-74 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,75-84 years,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,85 years and over,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,Unknown,All Ages,0,0,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arizona,All Sexes,All Ages,4686,44981,4919,2669,115,7051,
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,Under 1 year,0,82,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,0-17 years,0,166,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,1-4 years,0,20,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,5-14 years,0,27,0,0,0,0,
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,15-24 years,,171,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,18-29 years,,258,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,25-34 years,,297,11,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,30-49 years,34,936,45,12,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/09/2020,02/01/2020,09/05/2020,Arkansas,Male,35-44 years,10,427,25,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
