Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,45-54 years,61,1065,53,18,,102,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,55-64 years,117,2460,165,36,15,261,
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,65-74 years,191,3314,262,61,16,407,
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,75-84 years,208,3412,288,60,,443,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,85 years and over,144,2426,202,49,,303,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Male,All ages,744,14054,1013,234,57,1578,
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,Under 1 year,0,60,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,5-14 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,15-24 years,0,83,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,25-34 years,,181,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,35-44 years,16,333,14,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,45-54 years,37,713,42,,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,55-64 years,89,1635,147,18,,226,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,65-74 years,167,2527,179,54,12,304,
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,75-84 years,177,3419,245,60,,367,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,85 years and over,219,4137,230,62,,389,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alabama,Female,All ages,709,13122,869,209,39,1406,
07/29/2020,02/01/2020,07/25/2020,Alabama,Unknown,All ages,0,0,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Alabama Total,All,All Ages,1453,27176,1882,443,96,2984,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,15-24 years,0,38,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,25-34 years,0,50,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,35-44 years,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,45-54 years,0,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,55-64 years,0,211,11,0,0,11,
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,65-74 years,,254,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,75-84 years,,262,13,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,85 years and over,,153,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Male,All ages,,1114,43,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,15-24 years,0,19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,25-34 years,,33,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,35-44 years,0,40,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,45-54 years,,54,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,55-64 years,,125,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,65-74 years,,188,12,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,75-84 years,,168,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,85 years and over,0,202,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Female,All ages,,843,39,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Alaska,Unknown,All ages,0,0,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Alaska Total,All,All Ages,14,1957,82,,,95,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,Under 1 year,0,110,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,1-4 years,,34,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,5-14 years,,36,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,15-24 years,,391,,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,25-34 years,32,652,28,17,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,35-44 years,57,790,47,31,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,45-54 years,133,1295,117,73,,181,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,55-64 years,258,2731,290,148,13,413,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,65-74 years,348,4159,469,207,14,624,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,75-84 years,434,4906,578,262,12,762,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,85 years and over,342,4152,408,174,10,586,
07/29/2020,02/01/2020,07/25/2020,Arizona,Male,All ages,1616,19256,1949,918,61,2708,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,Under 1 year,0,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,1-4 years,0,26,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,5-14 years,0,28,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,15-24 years,,125,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,25-34 years,15,303,20,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,35-44 years,28,369,26,15,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,45-54 years,55,668,68,30,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,55-64 years,157,1672,189,89,10,267,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,65-74 years,255,2951,334,157,16,448,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,75-84 years,318,4199,440,184,10,584,
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,85 years and over,368,5685,447,175,,648,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arizona,Female,All ages,1200,16105,1534,660,53,2127,
07/29/2020,02/01/2020,07/25/2020,Arizona,Unknown,All ages,0,0,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Arizona Total,All,All Ages,2816,35361,3483,1578,114,4835,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,Under 1 year,0,68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,5-14 years,0,18,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,15-24 years,,136,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,25-34 years,,239,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,35-44 years,,324,19,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,45-54 years,20,578,32,11,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,55-64 years,46,1455,108,21,12,145,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,65-74 years,45,2064,140,29,11,167,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,75-84 years,63,2095,171,27,,214,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,85 years and over,35,1484,133,14,,156,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Male,All ages,218,8477,616,104,41,771,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,Under 1 year,,42,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,5-14 years,0,11,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,15-24 years,,48,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,25-34 years,,122,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,35-44 years,,214,10,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,45-54 years,,424,32,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,55-64 years,20,897,75,12,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,65-74 years,20,1489,105,11,10,124,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,75-84 years,42,1921,122,14,,155,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,85 years and over,77,2485,149,16,,218,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Arkansas,Female,All ages,182,7664,505,62,35,660,
07/29/2020,02/01/2020,07/25/2020,Arkansas,Unknown,All ages,0,0,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Arkansas Total,All,All Ages,400,16141,1121,166,76,1431,
07/29/2020,02/01/2020,07/25/2020,California,Male,Under 1 year,0,462,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Male,1-4 years,0,88,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Male,5-14 years,0,132,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Male,15-24 years,,1229,26,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Male,25-34 years,53,2322,77,29,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Male,35-44 years,156,2982,196,83,10,279,
07/29/2020,02/01/2020,07/25/2020,California,Male,45-54 years,379,5133,452,206,33,658,
07/29/2020,02/01/2020,07/25/2020,California,Male,55-64 years,762,11296,1070,429,71,1474,
07/29/2020,02/01/2020,07/25/2020,California,Male,65-74 years,1096,15689,1742,632,64,2268,
07/29/2020,02/01/2020,07/25/2020,California,Male,75-84 years,1079,17346,2010,649,57,2497,
07/29/2020,02/01/2020,07/25/2020,California,Male,85 years and over,964,18831,1971,511,52,2476,
07/29/2020,02/01/2020,07/25/2020,California,Male,All ages,4495,75510,7555,2541,305,9812,
07/29/2020,02/01/2020,07/25/2020,California,Female,Under 1 year,0,343,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Female,1-4 years,0,60,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Female,5-14 years,0,102,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Female,15-24 years,,392,15,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Female,25-34 years,17,843,43,,10,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California,Female,35-44 years,59,1395,99,34,10,134,
07/29/2020,02/01/2020,07/25/2020,California,Female,45-54 years,145,2899,242,80,22,329,
07/29/2020,02/01/2020,07/25/2020,California,Female,55-64 years,298,6549,583,174,46,753,
07/29/2020,02/01/2020,07/25/2020,California,Female,65-74 years,551,10745,1051,323,48,1327,
07/29/2020,02/01/2020,07/25/2020,California,Female,75-84 years,840,15585,1538,463,69,1984,
07/29/2020,02/01/2020,07/25/2020,California,Female,85 years and over,1389,27647,2407,691,63,3168,
07/29/2020,02/01/2020,07/25/2020,California,Female,All ages,3304,66560,5988,1774,273,7791,
07/29/2020,02/01/2020,07/25/2020,California,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,California Total,All,All Ages,7799,142071,13543,4315,578,17603,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,Under 1 year,0,87,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,1-4 years,0,14,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,5-14 years,0,32,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,15-24 years,,254,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,25-34 years,,480,11,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,35-44 years,15,566,25,,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,45-54 years,59,849,60,32,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,55-64 years,119,1726,150,59,10,220,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,65-74 years,208,2485,272,121,10,369,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,75-84 years,264,2662,307,153,,422,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,85 years and over,271,2587,266,131,10,414,
07/29/2020,02/01/2020,07/25/2020,Colorado,Male,All ages,946,11742,1095,509,47,1577,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,Under 1 year,0,80,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,5-14 years,0,17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,15-24 years,,85,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,25-34 years,,174,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,35-44 years,,244,11,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,45-54 years,18,473,30,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,55-64 years,41,1012,83,26,11,109,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,65-74 years,118,1689,138,57,,206,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,75-84 years,205,2346,234,98,,346,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,85 years and over,350,4007,343,169,13,537,
07/29/2020,02/01/2020,07/25/2020,Colorado,Female,All ages,742,10132,849,360,48,1276,
07/29/2020,02/01/2020,07/25/2020,Colorado,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Colorado Total,All,All Ages,1688,21875,1944,869,95,2853,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,Under 1 year,0,29,0,0,0,0,
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,15-24 years,,73,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,25-34 years,,206,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,35-44 years,16,234,,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,45-54 years,69,469,26,13,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,55-64 years,213,1100,86,49,,253,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/29/2020,02/01/2020,07/25/2020,Connecticut,Male,65-74 years,429,1634,177,113,10,500,
