Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/16/2020,02/01/2020,12/12/2020,United States,Male,45-54 years,9148,98955,7970,4383,357,13016,
12/16/2020,02/01/2020,12/12/2020,United States,Male,50-64 years,27010,281775,26113,13343,948,40529,
12/16/2020,02/01/2020,12/12/2020,United States,Male,55-64 years,21464,222693,21088,10626,726,32499,
12/16/2020,02/01/2020,12/12/2020,United States,Male,65-74 years,36172,320477,36266,18258,844,54854,
12/16/2020,02/01/2020,12/12/2020,United States,Male,75-84 years,41789,350225,42032,20550,761,63908,
12/16/2020,02/01/2020,12/12/2020,United States,Male,85 years and over,35966,323570,35799,16101,584,56157,
12/16/2020,02/01/2020,12/12/2020,United States,Female,All Ages,126491,1326266,119768,54476,3328,194700,
12/16/2020,02/01/2020,12/12/2020,United States,Female,Under 1 year,10,6917,58,2,9,75,
12/16/2020,02/01/2020,12/12/2020,United States,Female,0-17 years,57,11269,190,11,60,296,
12/16/2020,02/01/2020,12/12/2020,United States,Female,1-4 years,8,1197,47,1,17,71,
12/16/2020,02/01/2020,12/12/2020,United States,Female,5-14 years,18,1845,60,1,29,106,
12/16/2020,02/01/2020,12/12/2020,United States,Female,15-24 years,183,7783,237,67,28,380,
12/16/2020,02/01/2020,12/12/2020,United States,Female,18-29 years,414,14097,551,190,49,821,
12/16/2020,02/01/2020,12/12/2020,United States,Female,25-34 years,702,17899,846,329,76,1289,
12/16/2020,02/01/2020,12/12/2020,United States,Female,30-49 years,3812,63127,4130,1736,266,6447,
12/16/2020,02/01/2020,12/12/2020,United States,Female,35-44 years,1679,29609,1827,744,119,2873,
12/16/2020,02/01/2020,12/12/2020,United States,Female,45-54 years,4430,58632,4855,2108,238,7381,
12/16/2020,02/01/2020,12/12/2020,United States,Female,50-64 years,14661,174375,16545,7334,683,24462,
12/16/2020,02/01/2020,12/12/2020,United States,Female,55-64 years,11914,138986,13486,6019,542,19851,
12/16/2020,02/01/2020,12/12/2020,United States,Female,65-74 years,22883,231381,23840,11202,664,36093,
12/16/2020,02/01/2020,12/12/2020,United States,Female,75-84 years,33373,322809,32275,15212,762,51100,
12/16/2020,02/01/2020,12/12/2020,United States,Female,85 years and over,51291,509208,42237,18791,844,75481,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,All Ages,8,101,9,6,1,12,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,Under 1 year,0,25,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,0-17 years,0,26,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,15-24 years,0,3,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,18-29 years,0,2,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,30-49 years,0,8,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,35-44 years,0,5,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,45-54 years,2,4,1,1,0,2,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,50-64 years,2,12,2,1,1,4,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,55-64 years,0,9,1,0,1,2,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,65-74 years,1,11,1,1,0,1,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,75-84 years,3,17,4,3,0,4,
12/16/2020,02/01/2020,12/12/2020,United States,Unknown,85 years and over,2,25,2,1,0,3,
12/16/2020,02/01/2020,12/12/2020,Alabama,All Sexes,All Ages,4882,51945,4104,1572,104,7511,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,All Ages,2535,27011,2203,832,61,3963,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,Under 1 year,,168,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,0-17 years,,328,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,1-4 years,0,37,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,5-14 years,0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,15-24 years,,442,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,18-29 years,13,726,10,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,25-34 years,21,788,24,,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,30-49 years,127,2364,123,42,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,35-44 years,62,1132,63,23,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,45-54 years,150,2003,118,41,,233,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,50-64 years,476,5786,403,141,21,759,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,55-64 years,380,4578,328,114,16,610,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,65-74 years,717,6530,617,238,17,1112,
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,75-84 years,724,6658,630,245,,1116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Male,85 years and over,477,4619,417,163,,737,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,All Ages,2347,24934,1901,740,43,3548,
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,Under 1 year,,130,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,0-17 years,,202,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,1-4 years,0,29,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,5-14 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,15-24 years,,151,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,18-29 years,,251,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,25-34 years,14,343,20,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,30-49 years,95,1378,79,26,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,35-44 years,40,638,34,,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,45-54 years,126,1326,88,41,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,50-64 years,364,3897,340,113,13,603,
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,55-64 years,281,3084,282,83,,488,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,65-74 years,511,4829,414,170,12,767,
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,75-84 years,630,6508,537,221,,953,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Female,85 years and over,740,7869,515,207,,1051,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,All Ages,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,All Sexes,All Ages,128,3898,203,72,,265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,All Ages,68,2248,106,33,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,Under 1 year,0,19,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,0-17 years,0,51,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,5-14 years,0,18,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,15-24 years,0,75,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,18-29 years,0,109,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,25-34 years,0,102,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,30-49 years,,268,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,35-44 years,,138,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,45-54 years,,185,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,50-64 years,10,516,22,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,55-64 years,,404,19,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,65-74 years,20,510,24,11,0,33,
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,75-84 years,20,499,27,10,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Male,85 years and over,14,295,22,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,All Ages,60,1650,97,39,,121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,Under 1 year,0,12,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,0-17 years,0,28,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,15-24 years,,33,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,18-29 years,,55,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,25-34 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,30-49 years,,175,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,35-44 years,,81,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,45-54 years,,112,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,50-64 years,12,302,20,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,55-64 years,11,245,16,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,65-74 years,10,339,20,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,75-84 years,12,340,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Alaska,Female,85 years and over,18,411,27,13,0,32,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,All Ages,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,Under 1 year,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,0-17 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,1-4 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,5-14 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,15-24 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,18-29 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,25-34 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,30-49 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,35-44 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,45-54 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,50-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,55-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,65-74 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,75-84 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Alaska,Unknown,85 years and over,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,All Sexes,All Ages,6315,63738,6651,3563,116,9519,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,All Ages,3649,34893,3806,2094,62,5423,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,Under 1 year,0,191,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,0-17 years,,420,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,1-4 years,,49,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,5-14 years,,65,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,15-24 years,19,740,17,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,18-29 years,41,1230,39,24,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,25-34 years,60,1298,51,32,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,30-49 years,289,3248,221,149,,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,35-44 years,138,1550,104,70,,174,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,45-54 years,296,2383,238,166,,373,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,50-64 years,791,6453,763,468,18,1104,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,55-64 years,609,5075,615,364,13,873,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,65-74 years,853,7544,943,523,14,1287,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,75-84 years,976,8767,1084,568,12,1504,
12/16/2020,02/01/2020,12/12/2020,Arizona,Male,85 years and over,694,7231,750,360,10,1094,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,All Ages,2666,28845,2845,1469,54,4096,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,Under 1 year,0,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,0-17 years,0,289,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,1-4 years,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,5-14 years,0,55,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,15-24 years,,226,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,18-29 years,19,404,16,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,25-34 years,37,525,35,19,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,30-49 years,161,1573,142,91,,219,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,35-44 years,73,724,51,33,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,45-54 years,134,1342,141,82,,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,50-64 years,434,3908,461,250,13,658,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,55-64 years,363,3110,384,210,10,547,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,65-74 years,586,5342,661,355,16,908,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,75-84 years,716,7427,805,417,10,1114,
12/16/2020,02/01/2020,12/12/2020,Arizona,Female,85 years and over,750,9902,756,348,,1166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,All Ages,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,Under 1 year,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,0-17 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,1-4 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,5-14 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,15-24 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,18-29 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,25-34 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,30-49 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,35-44 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,45-54 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,50-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,55-64 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,65-74 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,75-84 years,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arizona,Unknown,85 years and over,0,0,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arkansas,All Sexes,All Ages,2875,31674,2995,1265,84,4684,
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,All Ages,1455,16494,1599,698,44,2399,
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,Under 1 year,0,122,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,0-17 years,0,231,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,1-4 years,0,24,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,5-14 years,0,35,0,0,0,0,
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,15-24 years,,250,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,18-29 years,,386,,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,25-34 years,12,430,13,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/16/2020,02/01/2020,12/12/2020,Arkansas,Male,30-49 years,65,1376,66,20,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
