"code","date","cumulative_cases","cumulative_deaths","daily_cases","daily_deaths"
"AK",2020-04-22,335,9,6,0
"AK",2020-04-23,337,9,2,0
"AK",2020-04-24,339,9,2,0
"AK",2020-04-25,339,9,0,0
"AK",2020-04-26,340,9,1,0
"AK",2020-04-27,345,9,5,0
"AK",2020-04-28,351,9,6,0
"AK",2020-04-29,355,9,4,0
"AK",2020-04-30,355,9,0,0
"AK",2020-05-01,364,9,9,0
"AK",2020-05-02,365,9,1,0
"AK",2020-05-03,368,9,3,0
"AK",2020-05-04,370,9,2,0
"AK",2020-05-05,371,9,1,0
"AK",2020-05-06,372,10,1,1
"AK",2020-05-07,374,10,2,0
"AK",2020-05-08,377,10,3,0
"AK",2020-05-09,378,10,1,0
"AK",2020-05-10,379,10,1,0
"AK",2020-05-11,379,10,0,0
"AK",2020-05-12,383,10,4,0
"AK",2020-05-13,383,10,0,0
"AK",2020-05-14,383,10,0,0
"AK",2020-05-15,388,10,5,0
"AK",2020-05-16,388,10,0,0
"AK",2020-05-17,388,10,0,0
"AK",2020-05-18,388,10,0,0
"AK",2020-05-19,400,10,12,0
"AK",2020-05-20,401,10,1,0
"AK",2020-05-21,401,10,0,0
"AK",2020-05-22,403,10,2,0
"AK",2020-05-23,407,10,4,0
"AK",2020-05-24,407,10,0,0
"AK",2020-05-25,408,10,1,0
"AK",2020-05-26,410,10,2,0
"AL",2020-01-01,0,0,0,0
"AL",2020-01-02,0,0,0,0
"AL",2020-01-03,0,0,0,0
"AL",2020-01-04,0,0,0,0
"AL",2020-01-05,0,0,0,0
"AL",2020-01-06,0,0,0,0
"AL",2020-01-07,0,0,0,0
"AL",2020-01-08,0,0,0,0
"AL",2020-01-09,0,0,0,0
"AL",2020-01-10,0,0,0,0
"AL",2020-01-11,0,0,0,0
"AL",2020-01-12,0,0,0,0
"AL",2020-01-13,0,0,0,0
"AL",2020-01-14,0,0,0,0
"AL",2020-01-15,0,0,0,0
"AL",2020-01-16,0,0,0,0
"AL",2020-01-17,0,0,0,0
"AL",2020-01-18,0,0,0,0
"AL",2020-01-19,0,0,0,0
"AL",2020-01-20,0,0,0,0
"AL",2020-01-21,0,0,0,0
"AL",2020-01-22,0,0,0,0
"AL",2020-01-23,0,0,0,0
"AL",2020-01-24,0,0,0,0
"AL",2020-01-25,0,0,0,0
"AL",2020-01-26,0,0,0,0
"AL",2020-01-27,0,0,0,0
"AL",2020-01-28,0,0,0,0
"AL",2020-01-29,0,0,0,0
"AL",2020-01-30,0,0,0,0
"AL",2020-01-31,0,0,0,0
"AL",2020-02-01,0,0,0,0
"AL",2020-02-02,0,0,0,0
"AL",2020-02-03,0,0,0,0
"AL",2020-02-04,0,0,0,0
"AL",2020-02-05,0,0,0,0
"AL",2020-02-06,0,0,0,0
"AL",2020-02-07,0,0,0,0
"AL",2020-02-08,0,0,0,0
"AL",2020-02-09,0,0,0,0
"AL",2020-02-10,0,0,0,0
"AL",2020-02-11,0,0,0,0
"AL",2020-02-12,0,0,0,0
"AL",2020-02-13,0,0,0,0
"AL",2020-02-14,0,0,0,0
"AL",2020-02-15,0,0,0,0
"AL",2020-02-16,0,0,0,0
"AL",2020-02-17,0,0,0,0
"AL",2020-02-18,0,0,0,0
"AL",2020-02-19,0,0,0,0
"AL",2020-02-20,0,0,0,0
"AL",2020-02-21,0,0,0,0
"AL",2020-02-22,0,0,0,0
"AL",2020-02-23,0,0,0,0
"AL",2020-02-24,0,0,0,0
"AL",2020-02-25,0,0,0,0
"AL",2020-02-26,0,0,0,0
"AL",2020-02-27,0,0,0,0
"AL",2020-02-28,0,0,0,0
"AL",2020-02-29,0,0,0,0
"AL",2020-03-01,0,0,0,0
"AL",2020-03-02,0,0,0,0
"AL",2020-03-03,0,0,0,0
"AL",2020-03-04,0,0,0,0
"AL",2020-03-05,0,0,0,0
"AL",2020-03-06,0,0,0,0
"AL",2020-03-07,0,0,0,0
"AL",2020-03-08,0,0,0,0
"AL",2020-03-09,0,0,0,0
"AL",2020-03-10,0,0,0,0
"AL",2020-03-11,0,0,0,0
"AL",2020-03-12,0,0,0,0
"AL",2020-03-13,5,0,5,0
"AL",2020-03-14,6,0,1,0
"AL",2020-03-15,12,0,6,0
"AL",2020-03-16,29,0,17,0
"AL",2020-03-17,39,0,10,0
"AL",2020-03-18,46,0,7,0
"AL",2020-03-19,78,0,32,0
"AL",2020-03-20,83,0,5,0
"AL",2020-03-21,131,0,48,0
"AL",2020-03-22,157,0,26,0
"AL",2020-03-23,196,0,39,0
"AL",2020-03-24,242,0,46,0
"AL",2020-03-25,381,1,139,1
"AL",2020-03-26,517,1,136,0
"AL",2020-03-27,587,4,70,3
"AL",2020-03-28,694,4,107,0
"AL",2020-03-29,825,10,131,6
"AL",2020-03-30,899,10,74,0
"AL",2020-03-31,987,23,88,13
"AL",2020-04-01,1060,27,73,4
"AL",2020-04-02,1233,32,173,5
"AL",2020-04-03,1495,38,262,6
"AL",2020-04-04,1614,44,119,6
"AL",2020-04-05,1765,45,151,1
"AL",2020-04-06,1952,49,187,4
"AL",2020-04-07,2169,64,217,15
"AL",2020-04-08,2328,66,159,2
"AL",2020-04-09,2703,70,375,4
"AL",2020-04-10,2947,80,244,10
"AL",2020-04-11,3217,92,270,12
"AL",2020-04-12,3563,93,346,1
"AL",2020-04-13,3734,99,171,6
"AL",2020-04-14,3953,114,219,15
"AL",2020-04-15,4075,118,122,4
"AL",2020-04-16,4345,133,270,15
"AL",2020-04-17,4571,148,226,15
"AL",2020-04-18,4712,153,141,5
"AL",2020-04-19,4888,157,176,4
"AL",2020-04-20,5079,163,191,6
"AL",2020-04-21,5317,183,238,20
"AL",2020-04-22,5593,196,276,13
"AL",2020-04-23,5832,202,239,6
"AL",2020-04-24,6026,209,194,7
"AL",2020-04-25,6026,209,0,0
"AL",2020-04-26,6421,219,395,10
"AL",2020-04-27,6539,228,118,9
"AL",2020-04-28,6750,242,211,14
"AL",2020-04-29,6912,256,162,14
"AL",2020-04-30,7088,272,176,16
"AL",2020-05-01,7294,289,206,17
"AL",2020-05-02,7611,289,317,0
"AL",2020-05-03,7888,290,277,1
"AL",2020-05-04,8112,298,224,8
"AL",2020-05-05,8437,315,325,17
"AL",2020-05-06,8691,343,254,28
"AL",2020-05-07,9046,369,355,26
"AL",2020-05-08,9385,383,339,14
"AL",2020-05-09,9668,390,283,7
"AL",2020-05-10,9889,393,221,3
"AL",2020-05-11,10164,403,275,10
"AL",2020-05-12,10464,435,300,32
"AL",2020-05-13,10700,450,236,15
"AL",2020-05-14,11101,473,401,23
"AL",2020-05-15,11373,483,272,10
"AL",2020-05-16,11674,485,301,2
"AL",2020-05-17,11771,488,97,3
"AL",2020-05-18,12086,489,315,1
"AL",2020-05-19,12376,504,290,15
"AL",2020-05-20,13052,522,676,18
"AL",2020-05-21,13288,529,236,7
"AL",2020-05-22,13670,541,382,12
"AL",2020-05-23,14117,549,447,8
"AL",2020-05-24,14478,551,361,2
"AL",2020-05-25,14986,566,508,15
"AL",2020-05-26,15650,580,664,14
"AR",2020-01-01,0,0,0,0
"AR",2020-01-02,0,0,0,0
"AR",2020-01-03,0,0,0,0
"AR",2020-01-04,0,0,0,0
"AR",2020-01-05,0,0,0,0
"AR",2020-01-06,0,0,0,0
"AR",2020-01-07,0,0,0,0
"AR",2020-01-08,0,0,0,0
"AR",2020-01-09,0,0,0,0
"AR",2020-01-10,0,0,0,0
"AR",2020-01-11,0,0,0,0
"AR",2020-01-12,0,0,0,0
"AR",2020-01-13,0,0,0,0
"AR",2020-01-14,0,0,0,0
"AR",2020-01-15,0,0,0,0
"AR",2020-01-16,0,0,0,0
"AR",2020-01-17,0,0,0,0
"AR",2020-01-18,0,0,0,0
"AR",2020-01-19,0,0,0,0
"AR",2020-01-20,0,0,0,0
"AR",2020-01-21,0,0,0,0
"AR",2020-01-22,0,0,0,0
"AR",2020-01-23,0,0,0,0
"AR",2020-01-24,0,0,0,0
"AR",2020-01-25,0,0,0,0
"AR",2020-01-26,0,0,0,0
"AR",2020-01-27,0,0,0,0
"AR",2020-01-28,0,0,0,0
"AR",2020-01-29,0,0,0,0
"AR",2020-01-30,0,0,0,0
"AR",2020-01-31,0,0,0,0
"AR",2020-02-01,0,0,0,0
"AR",2020-02-02,0,0,0,0
"AR",2020-02-03,0,0,0,0
"AR",2020-02-04,0,0,0,0
"AR",2020-02-05,0,0,0,0
"AR",2020-02-06,0,0,0,0
"AR",2020-02-07,0,0,0,0
"AR",2020-02-08,0,0,0,0
"AR",2020-02-09,0,0,0,0
"AR",2020-02-10,0,0,0,0
"AR",2020-02-11,0,0,0,0
"AR",2020-02-12,0,0,0,0
"AR",2020-02-13,0,0,0,0
"AR",2020-02-14,0,0,0,0
"AR",2020-02-15,0,0,0,0
"AR",2020-02-16,0,0,0,0
"AR",2020-02-17,0,0,0,0
"AR",2020-02-18,0,0,0,0
"AR",2020-02-19,0,0,0,0
"AR",2020-02-20,0,0,0,0
"AR",2020-02-21,0,0,0,0
"AR",2020-02-22,0,0,0,0
"AR",2020-02-23,0,0,0,0
"AR",2020-02-24,0,0,0,0
"AR",2020-02-25,0,0,0,0
"AR",2020-02-26,0,0,0,0
"AR",2020-02-27,0,0,0,0
"AR",2020-02-28,0,0,0,0
"AR",2020-02-29,0,0,0,0
"AR",2020-03-01,0,0,0,0
"AR",2020-03-02,0,0,0,0
"AR",2020-03-03,0,0,0,0
"AR",2020-03-04,0,0,0,0
"AR",2020-03-05,0,0,0,0
"AR",2020-03-06,0,0,0,0
"AR",2020-03-07,0,0,0,0
"AR",2020-03-08,0,0,0,0
"AR",2020-03-09,0,0,0,0
"AR",2020-03-10,0,0,0,0
"AR",2020-03-11,1,0,1,0
"AR",2020-03-12,6,0,5,0
"AR",2020-03-13,6,0,0,0
"AR",2020-03-14,12,0,6,0
"AR",2020-03-15,16,0,4,0
"AR",2020-03-16,22,0,6,0
"AR",2020-03-17,22,0,0,0
"AR",2020-03-18,33,0,11,0
"AR",2020-03-19,62,0,29,0
"AR",2020-03-20,96,0,34,0
"AR",2020-03-21,122,0,26,0
"AR",2020-03-22,165,0,43,0
"AR",2020-03-23,192,0,27,0
"AR",2020-03-24,219,2,27,2
"AR",2020-03-25,280,2,61,0
"AR",2020-03-26,335,2,55,0
"AR",2020-03-27,381,3,46,1
"AR",2020-03-28,409,5,28,2
"AR",2020-03-29,426,6,17,1
"AR",2020-03-30,473,7,47,1
"AR",2020-03-31,523,8,50,1
"AR",2020-04-01,584,10,61,2
"AR",2020-04-02,643,12,59,2
"AR",2020-04-03,704,12,61,0
"AR",2020-04-04,743,14,39,2
"AR",2020-04-05,837,16,94,2
"AR",2020-04-06,875,16,38,0
"AR",2020-04-07,946,18,71,2
"AR",2020-04-08,1000,18,54,0
"AR",2020-04-09,1119,21,119,3
"AR",2020-04-10,1171,21,52,0
"AR",2020-04-11,1228,25,57,4
"AR",2020-04-12,1280,27,52,2
"AR",2020-04-13,1410,29,130,2
"AR",2020-04-14,1498,32,88,3
"AR",2020-04-15,1569,33,71,1
"AR",2020-04-16,1620,37,51,4
"AR",2020-04-17,1695,37,75,0
"AR",2020-04-18,1744,38,49,1
"AR",2020-04-19,1781,39,37,1
"AR",2020-04-20,1973,41,192,2
"AR",2020-04-21,1990,42,17,1
"AR",2020-04-22,2276,42,286,0
"AR",2020-04-23,2599,45,323,3
"AR",2020-04-24,2810,47,211,2
"AR",2020-04-25,2911,48,101,1
"AR",2020-04-26,3001,51,90,3
"AR",2020-04-27,3069,51,68,0
"AR",2020-04-28,3127,57,58,6
"AR",2020-04-29,3193,57,66,0
"AR",2020-04-30,3281,61,88,4
"AR",2020-05-01,3337,64,56,3
"AR",2020-05-02,3372,72,35,8
"AR",2020-05-03,3437,76,65,4
"AR",2020-05-04,3491,80,54,4
"AR",2020-05-05,3525,83,34,3
"AR",2020-05-06,3611,87,86,4
"AR",2020-05-07,3703,87,92,0
"AR",2020-05-08,3747,88,44,1
"AR",2020-05-09,3747,88,0,0
"AR",2020-05-10,4012,91,265,3
"AR",2020-05-11,4043,94,31,3
"AR",2020-05-12,4164,95,121,1
"AR",2020-05-13,4236,97,72,2
"AR",2020-05-14,4366,98,130,1
"AR",2020-05-15,4463,98,97,0
"AR",2020-05-16,4578,98,115,0
"AR",2020-05-17,4759,98,181,0
"AR",2020-05-18,4813,100,54,2
"AR",2020-05-19,4923,102,110,2
"AR",2020-05-20,5003,107,80,5
"AR",2020-05-21,5458,110,455,3
"AR",2020-05-22,5612,113,154,3
"AR",2020-05-23,5775,115,163,2
"AR",2020-05-24,5922,116,147,1
"AR",2020-05-25,6029,117,107,1
"AR",2020-05-26,6180,119,151,2
"AZ",2020-01-01,0,0,0,0
"AZ",2020-01-02,0,0,0,0
"AZ",2020-01-03,0,0,0,0
"AZ",2020-01-04,0,0,0,0
"AZ",2020-01-05,0,0,0,0
"AZ",2020-01-06,0,0,0,0
"AZ",2020-01-07,0,0,0,0
"AZ",2020-01-08,0,0,0,0
"AZ",2020-01-09,0,0,0,0
"AZ",2020-01-10,0,0,0,0
"AZ",2020-01-11,0,0,0,0
"AZ",2020-01-12,0,0,0,0
"AZ",2020-01-13,0,0,0,0
"AZ",2020-01-14,0,0,0,0
"AZ",2020-01-15,0,0,0,0
"AZ",2020-01-16,0,0,0,0
"AZ",2020-01-17,0,0,0,0
"AZ",2020-01-18,0,0,0,0
"AZ",2020-01-19,0,0,0,0
"AZ",2020-01-20,0,0,0,0
"AZ",2020-01-21,0,0,0,0
"AZ",2020-01-22,0,0,0,0
"AZ",2020-01-23,0,0,0,0
"AZ",2020-01-24,0,0,0,0
"AZ",2020-01-25,0,0,0,0
"AZ",2020-01-26,1,0,1,0
"AZ",2020-01-27,1,0,0,0
"AZ",2020-01-28,1,0,0,0
"AZ",2020-01-29,1,0,0,0
"AZ",2020-01-30,1,0,0,0
"AZ",2020-01-31,1,0,0,0
"AZ",2020-02-01,1,0,0,0
"AZ",2020-02-02,1,0,0,0
"AZ",2020-02-03,1,0,0,0
"AZ",2020-02-04,1,0,0,0
"AZ",2020-02-05,1,0,0,0
"AZ",2020-02-06,1,0,0,0
"AZ",2020-02-07,1,0,0,0
"AZ",2020-02-08,1,0,0,0
"AZ",2020-02-09,1,0,0,0
"AZ",2020-02-10,1,0,0,0
"AZ",2020-02-11,1,0,0,0
"AZ",2020-02-12,1,0,0,0
"AZ",2020-02-13,1,0,0,0
"AZ",2020-02-14,1,0,0,0
"AZ",2020-02-15,1,0,0,0
"AZ",2020-02-16,1,0,0,0
"AZ",2020-02-17,1,0,0,0
"AZ",2020-02-18,1,0,0,0
"AZ",2020-02-19,1,0,0,0
"AZ",2020-02-20,1,0,0,0
"AZ",2020-02-21,1,0,0,0
"AZ",2020-02-22,1,0,0,0
"AZ",2020-02-23,1,0,0,0
"AZ",2020-02-24,1,0,0,0
"AZ",2020-02-25,1,0,0,0
"AZ",2020-02-26,1,0,0,0
"AZ",2020-02-27,1,0,0,0
"AZ",2020-02-28,1,0,0,0
"AZ",2020-02-29,1,0,0,0
"AZ",2020-03-01,1,0,0,0
"AZ",2020-03-02,1,0,0,0
"AZ",2020-03-03,2,0,1,0
"AZ",2020-03-04,2,0,0,0
"AZ",2020-03-05,2,0,0,0
"AZ",2020-03-06,3,0,1,0
"AZ",2020-03-07,5,0,2,0
"AZ",2020-03-08,5,0,0,0
"AZ",2020-03-09,5,0,0,0
"AZ",2020-03-10,6,0,1,0
"AZ",2020-03-11,9,0,3,0
"AZ",2020-03-12,9,0,0,0
"AZ",2020-03-13,9,0,0,0
"AZ",2020-03-14,12,0,3,0
"AZ",2020-03-15,13,0,1,0
"AZ",2020-03-16,18,0,5,0
"AZ",2020-03-17,20,0,2,0
"AZ",2020-03-18,27,0,7,0
"AZ",2020-03-19,45,0,18,0
"AZ",2020-03-20,78,0,33,0
"AZ",2020-03-21,118,1,40,1
"AZ",2020-03-22,152,2,34,1
"AZ",2020-03-23,235,2,83,0
"AZ",2020-03-24,326,5,91,3
"AZ",2020-03-25,401,6,75,1
"AZ",2020-03-26,508,8,107,2
"AZ",2020-03-27,665,13,157,5
"AZ",2020-03-28,773,15,108,2
"AZ",2020-03-29,919,17,146,2
"AZ",2020-03-30,1157,20,238,3
"AZ",2020-03-31,1289,24,132,4
"AZ",2020-04-01,1530,29,241,5
"AZ",2020-04-02,1715,32,185,3
"AZ",2020-04-03,1937,41,222,9
"AZ",2020-04-04,2187,52,250,11
"AZ",2020-04-05,2486,64,299,12
"AZ",2020-04-06,2732,65,246,1
"AZ",2020-04-07,2870,73,138,8
"AZ",2020-04-08,3036,80,166,7
"AZ",2020-04-09,3036,89,0,9
"AZ",2020-04-10,3112,97,76,8
"AZ",2020-04-11,3393,108,281,11
"AZ",2020-04-12,3542,115,149,7
"AZ",2020-04-13,3705,122,163,7
"AZ",2020-04-14,3809,131,104,9
"AZ",2020-04-15,3964,142,155,11
"AZ",2020-04-16,4237,150,273,8
"AZ",2020-04-17,4511,169,274,19
"AZ",2020-04-18,4724,180,213,11
"AZ",2020-04-19,4933,184,209,4
"AZ",2020-04-20,5068,191,135,7
"AZ",2020-04-21,5256,208,188,17
"AZ",2020-04-22,5473,231,217,23
"AZ",2020-04-23,5772,249,299,18
"AZ",2020-04-24,6045,266,273,17
"AZ",2020-04-25,6286,273,241,7
"AZ",2020-04-26,6534,275,248,2
"AZ",2020-04-27,6725,275,191,0
"AZ",2020-04-28,6955,275,230,0
"AZ",2020-04-29,7209,308,254,33
"AZ",2020-04-30,7655,320,446,12
"AZ",2020-05-01,7969,330,314,10
"AZ",2020-05-02,8364,330,395,0
"AZ",2020-05-03,8640,362,276,32
"AZ",2020-05-04,8924,362,284,0
"AZ",2020-05-05,9305,395,381,33
"AZ",2020-05-06,9707,426,402,31
"AZ",2020-05-07,9945,450,238,24
"AZ",2020-05-08,10526,517,581,67
"AZ",2020-05-09,10960,532,434,15
"AZ",2020-05-10,11119,536,159,4
"AZ",2020-05-11,11383,542,264,6
"AZ",2020-05-12,11736,562,353,20
"AZ",2020-05-13,12216,595,480,33
"AZ",2020-05-14,12674,624,458,29
"AZ",2020-05-15,13169,651,495,27
"AZ",2020-05-16,13666,679,497,28
"AZ",2020-05-17,13945,680,279,1
"AZ",2020-05-18,14208,687,263,7
"AZ",2020-05-19,14576,705,368,18
"AZ",2020-05-20,14906,747,330,42
"AZ",2020-05-21,15348,764,442,17
"AZ",2020-05-22,15624,775,276,11
"AZ",2020-05-23,16053,801,429,26
"AZ",2020-05-24,16377,801,324,0
"AZ",2020-05-25,16575,807,198,6
"AZ",2020-05-26,16864,810,289,3
"CA",2020-01-01,0,0,0,0
"CA",2020-01-02,0,0,0,0
"CA",2020-01-03,0,0,0,0
"CA",2020-01-04,0,0,0,0
"CA",2020-01-05,0,0,0,0
"CA",2020-01-06,0,0,0,0
"CA",2020-01-07,0,0,0,0
"CA",2020-01-08,0,0,0,0
"CA",2020-01-09,0,0,0,0
"CA",2020-01-10,0,0,0,0
"CA",2020-01-11,0,0,0,0
"CA",2020-01-12,0,0,0,0
"CA",2020-01-13,0,0,0,0
"CA",2020-01-14,0,0,0,0
"CA",2020-01-15,0,0,0,0
"CA",2020-01-16,0,0,0,0
"CA",2020-01-17,0,0,0,0
"CA",2020-01-18,0,0,0,0
"CA",2020-01-19,0,0,0,0
"CA",2020-01-20,0,0,0,0
"CA",2020-01-21,0,0,0,0
"CA",2020-01-22,0,0,0,0
"CA",2020-01-23,0,0,0,0
"CA",2020-01-24,0,0,0,0
"CA",2020-01-25,0,0,0,0
"CA",2020-01-26,2,0,2,0
"CA",2020-01-27,2,0,0,0
"CA",2020-01-28,2,0,0,0
"CA",2020-01-29,2,0,0,0
"CA",2020-01-30,2,0,0,0
"CA",2020-01-31,2,0,0,0
"CA",2020-02-01,3,0,1,0
"CA",2020-02-02,3,0,0,0
"CA",2020-02-03,6,0,3,0
"CA",2020-02-04,6,0,0,0
"CA",2020-02-05,6,0,0,0
"CA",2020-02-06,6,0,0,0
"CA",2020-02-07,6,0,0,0
"CA",2020-02-08,6,0,0,0
"CA",2020-02-09,6,0,0,0
"CA",2020-02-10,6,0,0,0
"CA",2020-02-11,7,0,1,0
"CA",2020-02-12,7,0,0,0
"CA",2020-02-13,8,0,1,0
"CA",2020-02-14,8,0,0,0
"CA",2020-02-15,8,0,0,0
"CA",2020-02-16,8,0,0,0
"CA",2020-02-17,8,0,0,0
"CA",2020-02-18,8,0,0,0
"CA",2020-02-19,8,0,0,0
"CA",2020-02-20,8,0,0,0
"CA",2020-02-21,15,0,7,0
"CA",2020-02-22,15,0,0,0
"CA",2020-02-23,15,0,0,0
"CA",2020-02-24,15,0,0,0
"CA",2020-02-25,15,0,0,0
"CA",2020-02-26,15,0,0,0
"CA",2020-02-27,15,0,0,0
"CA",2020-02-28,15,0,0,0
"CA",2020-02-29,15,0,0,0
"CA",2020-03-01,15,0,0,0
"CA",2020-03-02,21,0,6,0
"CA",2020-03-03,25,0,4,0
"CA",2020-03-04,35,1,10,1
"CA",2020-03-05,51,1,16,0
"CA",2020-03-06,59,1,8,0
"CA",2020-03-07,82,1,23,0
"CA",2020-03-08,98,1,16,0
"CA",2020-03-09,104,1,6,0
"CA",2020-03-10,144,2,40,1
"CA",2020-03-11,177,3,33,1
"CA",2020-03-12,221,4,44,1
"CA",2020-03-13,282,4,61,0
"CA",2020-03-14,340,5,58,1
"CA",2020-03-15,426,6,86,1
"CA",2020-03-16,557,7,131,1
"CA",2020-03-17,698,12,141,5
"CA",2020-03-18,751,13,53,1
"CA",2020-03-19,952,18,201,5
"CA",2020-03-20,1177,23,225,5
"CA",2020-03-21,1364,24,187,1
"CA",2020-03-22,1646,30,282,6
"CA",2020-03-23,2108,39,462,9
"CA",2020-03-24,2538,50,430,11
"CA",2020-03-25,2998,65,460,15
"CA",2020-03-26,3899,81,901,16
"CA",2020-03-27,4657,94,758,13
"CA",2020-03-28,5095,110,438,16
"CA",2020-03-29,5852,124,757,14
"CA",2020-03-30,7138,146,1286,22
"CA",2020-03-31,8210,173,1072,27
"CA",2020-04-01,9399,199,1189,26
"CA",2020-04-02,10773,238,1374,39
"CA",2020-04-03,12004,265,1231,27
"CA",2020-04-04,12837,289,833,24
"CA",2020-04-05,15034,348,2197,59
"CA",2020-04-06,16019,380,985,32
"CA",2020-04-07,17351,432,1332,52
"CA",2020-04-08,18897,495,1546,63
"CA",2020-04-09,19710,544,813,49
"CA",2020-04-10,21081,583,1371,39
"CA",2020-04-11,21706,604,625,21
"CA",2020-04-12,22795,640,1089,36
"CA",2020-04-13,23931,714,1136,74
"CA",2020-04-14,25356,767,1425,53
"CA",2020-04-15,26686,860,1330,93
"CA",2020-04-16,27677,956,991,96
"CA",2020-04-17,29157,1037,1480,81
"CA",2020-04-18,30491,1140,1334,103
"CA",2020-04-19,31431,1177,940,37
"CA",2020-04-20,33686,1225,2255,48
"CA",2020-04-21,35465,1282,1779,57
"CA",2020-04-22,37344,1421,1879,139
"CA",2020-04-23,39561,1533,2217,112
"CA",2020-04-24,41355,1621,1794,88
"CA",2020-04-25,42368,1689,1013,68
"CA",2020-04-26,43558,1725,1190,36
"CA",2020-04-27,44966,1779,1408,54
"CA",2020-04-28,46164,1864,1198,85
"CA",2020-04-29,48747,1946,2583,82
"CA",2020-04-30,50130,2031,1383,85
"CA",2020-05-01,52026,2126,1896,95
"CA",2020-05-02,53347,2180,1321,54
