Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/17/2021,01/01/2020,02/13/2021,United States,Male,15-24 years,390,27776,483,146,38,761,
02/17/2021,01/01/2020,02/13/2021,United States,Male,18-29 years,1009,48560,1119,405,76,1791,
02/17/2021,01/01/2020,02/13/2021,United States,Male,25-34 years,1861,54653,1810,807,115,2968,
02/17/2021,01/01/2020,02/13/2021,United States,Male,30-49 years,11746,154148,9752,5555,429,16309,
02/17/2021,01/01/2020,02/13/2021,United States,Male,35-44 years,5075,72770,4309,2340,187,7205,
02/17/2021,01/01/2020,02/13/2021,United States,Male,45-54 years,14187,128325,11691,7112,449,19136,
02/17/2021,01/01/2020,02/13/2021,United States,Male,50-64 years,43351,368590,38523,22319,1214,60553,
02/17/2021,01/01/2020,02/13/2021,United States,Male,55-64 years,34624,291746,31146,17876,942,48669,
02/17/2021,01/01/2020,02/13/2021,United States,Male,65-74 years,60719,425100,55244,32244,1066,84586,
02/17/2021,01/01/2020,02/13/2021,United States,Male,75-84 years,72046,466852,64877,37418,967,100325,
02/17/2021,01/01/2020,02/13/2021,United States,Male,85 years and over,61674,431040,53918,28556,739,87674,
02/17/2021,01/01/2020,02/13/2021,United States,Female,All Ages,209564,1743879,177481,93452,4287,297423,
02/17/2021,01/01/2020,02/13/2021,United States,Female,Under 1 year,15,8814,89,2,11,113,
02/17/2021,01/01/2020,02/13/2021,United States,Female,0-17 years,82,14287,264,14,80,412,
02/17/2021,01/01/2020,02/13/2021,United States,Female,1-4 years,9,1531,65,1,22,95,
02/17/2021,01/01/2020,02/13/2021,United States,Female,5-14 years,32,2343,75,3,38,142,
02/17/2021,01/01/2020,02/13/2021,United States,Female,15-24 years,258,9770,320,104,43,516,
02/17/2021,01/01/2020,02/13/2021,United States,Female,18-29 years,603,17809,742,289,72,1125,
02/17/2021,01/01/2020,02/13/2021,United States,Female,25-34 years,1061,22885,1172,496,120,1851,
02/17/2021,01/01/2020,02/13/2021,United States,Female,30-49 years,6053,81623,6022,2874,380,9554,
02/17/2021,01/01/2020,02/13/2021,United States,Female,35-44 years,2636,38261,2662,1217,169,4241,
02/17/2021,01/01/2020,02/13/2021,United States,Female,45-54 years,7063,76030,7077,3533,323,10894,
02/17/2021,01/01/2020,02/13/2021,United States,Female,50-64 years,23845,227631,24230,12450,883,36411,
02/17/2021,01/01/2020,02/13/2021,United States,Female,55-64 years,19509,181716,19798,10271,689,29650,
02/17/2021,01/01/2020,02/13/2021,United States,Female,65-74 years,38297,305271,36013,19743,838,55306,
02/17/2021,01/01/2020,02/13/2021,United States,Female,75-84 years,56143,426395,48418,26598,955,78805,
02/17/2021,01/01/2020,02/13/2021,United States,Female,85 years and over,84541,670863,61792,31484,1079,115810,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,All Ages,10,115,8,6,0,12,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,Under 1 year,0,33,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,0-17 years,0,34,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,1-4 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,5-14 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,15-24 years,0,2,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,18-29 years,0,3,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,25-34 years,0,5,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,30-49 years,0,8,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,35-44 years,0,3,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,45-54 years,1,5,1,1,0,1,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,50-64 years,2,13,3,2,0,3,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,55-64 years,1,10,2,1,0,2,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,65-74 years,3,11,1,1,0,3,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,75-84 years,3,12,3,2,0,4,
02/17/2021,01/01/2020,02/13/2021,United States,Unknown,85 years and over,2,34,1,1,0,2,
02/17/2021,01/01/2020,02/13/2021,Alabama,All Sexes,All Ages,8695,69767,6186,2918,145,12093,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,All Ages,4647,36326,3369,1593,87,6502,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,Under 1 year,,237,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,0-17 years,,438,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,1-4 years,0,48,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,5-14 years,0,71,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,15-24 years,,560,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,18-29 years,19,922,14,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,25-34 years,34,992,35,13,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,30-49 years,212,3064,177,70,,324,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,35-44 years,95,1449,79,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,45-54 years,265,2634,188,86,,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,50-64 years,854,7738,609,268,30,1224,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,55-64 years,687,6171,494,212,25,993,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,65-74 years,1292,8872,945,460,26,1801,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,75-84 years,1395,9003,983,487,13,1901,
02/17/2021,01/01/2020,02/13/2021,Alabama,Male,85 years and over,874,6289,637,303,,1214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,All Ages,4048,33441,2817,1325,58,5591,
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,Under 1 year,,164,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,0-17 years,,254,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,1-4 years,0,37,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,5-14 years,0,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,15-24 years,,190,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,18-29 years,,324,14,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,25-34 years,19,434,23,10,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,30-49 years,150,1801,110,43,,223,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,35-44 years,67,846,49,17,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,45-54 years,208,1764,126,63,,278,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,50-64 years,628,5188,478,200,18,923,
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,55-64 years,486,4097,395,155,12,737,
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,65-74 years,893,6511,628,304,16,1232,
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,75-84 years,1151,8815,837,423,10,1574,
02/17/2021,01/01/2020,02/13/2021,Alabama,Female,85 years and over,1219,10548,744,352,,1614,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,All Ages,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,All Sexes,All Ages,271,5214,322,147,,455,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,All Ages,157,3010,181,80,,263,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,Under 1 year,0,28,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,0-17 years,0,69,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,5-14 years,0,23,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,15-24 years,0,96,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,18-29 years,0,143,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,25-34 years,0,141,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,30-49 years,10,354,20,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,35-44 years,,179,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,45-54 years,,244,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,50-64 years,21,691,30,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,55-64 years,17,542,27,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,65-74 years,44,671,41,22,0,63,
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,75-84 years,49,663,52,27,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Male,85 years and over,33,419,37,17,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,All Ages,114,2204,141,67,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,Under 1 year,0,13,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,0-17 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,15-24 years,,37,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,18-29 years,,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,25-34 years,,88,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,30-49 years,,237,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,35-44 years,,104,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,45-54 years,,156,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,50-64 years,19,395,27,10,0,36,
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,55-64 years,17,319,22,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,65-74 years,21,450,30,15,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,75-84 years,29,464,30,19,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Alaska,Female,85 years and over,36,563,39,18,0,57,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,All Ages,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,Under 1 year,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,0-17 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,1-4 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,5-14 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,15-24 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,18-29 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,25-34 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,30-49 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,35-44 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,45-54 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,50-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,55-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,65-74 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,75-84 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Alaska,Unknown,85 years and over,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,All Sexes,All Ages,13101,86851,11777,7733,152,17293,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,All Ages,7737,47919,6930,4673,83,10074,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,Under 1 year,0,231,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,0-17 years,,522,10,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,1-4 years,,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,5-14 years,,82,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,15-24 years,24,916,22,10,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,18-29 years,54,1527,51,31,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,25-34 years,94,1657,77,53,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,30-49 years,484,4207,365,267,,589,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,35-44 years,221,1997,163,116,,272,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,45-54 years,542,3184,435,325,,660,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,50-64 years,1533,8804,1336,935,22,1956,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,55-64 years,1193,6931,1059,729,15,1538,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,65-74 years,1860,10504,1704,1167,20,2416,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,75-84 years,2284,12293,2072,1402,15,2968,
02/17/2021,01/01/2020,02/13/2021,Arizona,Male,85 years and over,1515,10062,1392,869,12,2050,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,All Ages,5364,38932,4847,3060,69,7219,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,Under 1 year,0,192,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,0-17 years,,361,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,1-4 years,0,48,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,5-14 years,,72,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,15-24 years,10,272,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,18-29 years,36,498,26,17,0,45,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,25-34 years,60,649,49,30,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,30-49 years,283,2075,234,161,,365,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,35-44 years,124,962,86,58,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,45-54 years,268,1801,253,174,,354,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,50-64 years,831,5238,775,509,15,1111,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,55-64 years,688,4176,636,418,11,917,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,65-74 years,1180,7311,1132,740,19,1591,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,75-84 years,1491,10118,1367,875,15,1998,
02/17/2021,01/01/2020,02/13/2021,Arizona,Female,85 years and over,1540,13331,1305,756,10,2099,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,All Ages,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,Under 1 year,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,0-17 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,1-4 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,5-14 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,15-24 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,18-29 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,25-34 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,30-49 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,35-44 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,45-54 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,50-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,55-64 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,65-74 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,75-84 years,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arizona,Unknown,85 years and over,0,0,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arkansas,All Sexes,All Ages,5099,41743,4638,2368,105,7466,
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,All Ages,2613,21711,2482,1302,52,3843,
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,Under 1 year,0,144,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,0-17 years,0,273,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,1-4 years,0,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,5-14 years,0,41,0,0,0,0,
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,15-24 years,,323,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,18-29 years,,495,13,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,25-34 years,17,543,18,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/01/2020,02/13/2021,Arkansas,Male,30-49 years,103,1740,105,42,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
